NOM_COM,INSEE_COM,POPULATION,surface,r,distance_interne,x,y
Naives-Rosières,55369,805,15.959,1.272,1.152,862,6856
Beaumont-le-Hareng,76062,267,5.712,0.761,0.689,573,6952
Moncley,25383,286,7.942,0.897,0.812,921,6692
Conteville-en-Ternois,62238,96,2.333,0.486,0.440,653,7037
Osselle-Routelle,25438,952,10.787,1.045,0.946,915,6674
Soufflenheim,67472,4910,13.285,1.160,1.050,1065,6869
Ferrières-les-Bois,25235,318,4.218,0.654,0.592,911,6683
Abainville,55001,305,13.579,1.173,1.062,890,6828
Brillon-en-Barrois,55079,659,11.272,1.069,0.968,853,6850
Rouhe,25507,82,4.172,0.650,0.589,924,6669
Bonnay,25073,841,7.706,0.884,0.800,931,6696
Bovée-sur-Barboure,55066,150,13.335,1.162,1.052,886,6838
Alboussière,7007,1035,18.308,1.362,1.233,837,6425
Houdelaincourt,55248,306,16.072,1.276,1.155,883,6829
Vregille,70578,173,4.423,0.669,0.606,919,6696
Montrond-le-Château,25406,562,11.065,1.059,0.959,928,6678
Grandfontaine,25287,1587,5.731,0.762,0.690,919,6680
Thoraise,25561,358,3.975,0.635,0.575,919,6680
Abbans-Dessus,25002,304,4.430,0.670,0.607,918,6672
Paroy-sur-Saulx,52378,47,7.425,0.867,0.785,864,6827
Morley,55359,205,24.781,1.585,1.435,869,6835
Chemaudin et Vaux,25147,1890,12.558,1.128,1.021,919,6687
Firfol,14270,419,5.088,0.718,0.650,505,6897
Seyre,31546,131,3.913,0.630,0.570,593,6252
Tronville-en-Barrois,55519,1480,12.706,1.135,1.028,868,6848
La Chapelle-Thècle,71097,453,16.625,1.298,1.175,859,6611
Artemare,1022,1227,3.325,0.580,0.525,909,6533
Groffliers,62390,1492,8.038,0.902,0.817,602,7034
Val-d'Ornain,55366,985,24.173,1.565,1.417,852,6862
Neuville-sur-Ornain,55382,360,11.679,1.088,0.985,848,6861
Capvern,65127,1303,22.060,1.495,1.354,484,6224
Les Auxons,25035,2564,10.165,1.015,0.919,926,6694
Brionne,27116,4325,16.874,1.308,1.184,530,6901
Lérouville,55288,1449,14.343,1.206,1.092,886,6858
Hévilliers,55246,141,10.541,1.033,0.935,869,6835
Naives-en-Blois,55368,155,15.786,1.265,1.145,890,6842
Ramouzens,32338,162,16.686,1.300,1.177,472,6308
Fourg,25253,364,12.089,1.107,1.002,912,6671
Mécrin,55329,222,10.225,1.018,0.922,886,6860
Ménil-aux-Bois,55333,42,6.630,0.820,0.742,877,6858
Vievy-le-Rayé,41273,461,45.152,2.139,1.937,568,6752
Biencourt-sur-Orge,55051,122,12.430,1.122,1.016,873,6834
Montiers-sur-Saulx,55348,404,44.603,2.126,1.925,870,6826
Lavernay,25332,575,7.787,0.888,0.804,911,6685
Badonvilliers-Gérauvilliers,55026,139,21.137,1.463,1.325,893,6832
Juvigny-en-Perthois,55261,134,6.391,0.805,0.729,861,6834
Sauvagney,25536,185,3.953,0.633,0.573,921,6694
Boussières,25084,1102,5.605,0.754,0.683,920,6675
Le Bouchon-sur-Saulx,55061,247,5.349,0.736,0.666,866,6836
Roquebillière,6103,1822,25.681,1.613,1.460,1044,6338
Ardres,62038,4427,13.653,1.176,1.065,628,7084
Sampigny,55467,722,20.511,1.442,1.306,880,6858
Pouilley-Français,25466,832,6.112,0.787,0.713,916,6684
Groissiat,1181,1223,6.193,0.792,0.717,904,6572
Salmagne,55466,302,16.714,1.301,1.178,874,6853
Roset-Fluans,25502,514,8.317,0.918,0.831,913,6676
Franey,25257,275,3.388,0.586,0.531,912,6689
Banne,7024,666,32.883,1.825,1.652,788,6360
Buire-au-Bois,62182,229,11.588,1.084,0.981,637,7020
Saint-Michel-sur-Ternoise,62763,884,5.972,0.778,0.704,656,7033
Cambrin,62200,1189,1.786,0.425,0.385,681,7045
Rozier-Côes-d'Aurec,42192,455,13.813,1.183,1.071,790,6477
Chevigney-sur-l'Ognon,25150,285,4.618,0.684,0.619,913,6692
Chambornay-lès-Pin,70119,354,5.007,0.712,0.645,918,6698
Charnay,25126,476,5.692,0.759,0.687,923,6673
Chanteraine,55358,183,22.364,1.505,1.363,876,6841
Émagny,25217,591,5.243,0.729,0.660,916,6694
Chaucenne,25136,516,4.896,0.704,0.637,919,6690
Bazinghen,62089,399,13.294,1.161,1.051,605,7085
École-Valentin,25212,2542,3.225,0.572,0.518,926,6691
Dietwiller,68072,1451,11.074,1.059,0.959,1029,6742
Clerques,62228,320,6.416,0.806,0.730,626,7076
Erneville-aux-Bois,55179,164,28.085,1.687,1.527,872,6851
Gouise,3124,220,23.264,1.535,1.390,736,6587
Montferrand-le-Château,25397,2108,7.503,0.872,0.790,922,6683
Malans,25359,180,10.544,1.034,0.936,929,6667
Canly,60125,795,8.088,0.905,0.819,679,6923
Voray-sur-l'Ognon,70575,820,6.884,0.835,0.756,926,6698
Neuilly-le-Vendin,53164,347,14.713,1.221,1.106,452,6826
Tallenay,25557,409,2.369,0.490,0.444,929,6694
Beure,25058,1364,4.010,0.637,0.577,926,6681
Englos,59195,606,1.339,0.368,0.333,698,7060
Marconne,62549,1105,4.213,0.653,0.591,632,7032
Montplonne,55352,140,20.775,1.451,1.314,857,6849
Eps,62299,249,6.930,0.838,0.759,649,7042
Emmerin,59193,3174,4.954,0.708,0.641,701,7054
Haironville,55224,595,9.737,0.993,0.899,856,6847
Givenchy-lès-la-Bassée,62373,1011,3.874,0.627,0.568,683,7050
Resson,55426,393,8.428,0.924,0.837,866,6857
Saint-Léger-sous-la-Bussière,71441,261,8.659,0.937,0.848,818,6580
Chevillon,52123,1334,37.357,1.946,1.762,855,6828
Hesdigneul-lès-Boulogne,62446,667,3.350,0.583,0.528,605,7064
Besançon,25056,116466,65.198,2.570,2.327,929,6694
Bapaume,62080,3976,5.786,0.766,0.694,690,6998
Jasseines,10175,178,16.433,1.290,1.168,802,6821
Lisse-en-Champagne,51325,122,8.532,0.930,0.842,822,6861
Quatre-Champs,8350,209,11.557,1.082,0.980,827,6928
Buire-le-Sec,62183,786,13.419,1.166,1.056,619,7032
Serre-les-Sapins,25542,1577,5.258,0.730,0.661,924,6686
Miserey-Salines,25381,2442,6.196,0.792,0.717,924,6691
Saint-Maurice-Thizouaille,89361,268,1.959,0.446,0.404,726,6748
Bellebrune,62104,382,5.462,0.744,0.674,612,7070
Vitry-le-François,51649,12552,6.378,0.804,0.728,816,6851
Saint-Léger-sous-Margerie,10346,60,6.655,0.821,0.743,810,6825
Volckerinckhove,59628,577,9.931,1.003,0.908,653,7083
Meulers,76437,568,6.745,0.827,0.749,571,6972
Marvejols,48092,4776,12.721,1.135,1.028,723,6381
Quingey,25475,1425,8.663,0.937,0.848,920,6675
Recologne,25482,650,6.806,0.830,0.751,915,6688
Audeux,25030,432,1.755,0.422,0.382,916,6689
Plufur,22238,538,17.513,1.332,1.206,215,6856
Lizine,25338,87,7.301,0.860,0.779,925,6664
Couvrot,51195,866,8.046,0.903,0.818,816,6851
Noironte,25427,383,6.767,0.828,0.750,917,6691
Beaurains,62099,5697,5.947,0.776,0.703,684,7016
Gueschart,80396,317,12.941,1.145,1.037,627,7017
Oblinghem,62632,372,1.262,0.358,0.324,671,7050
Soulanges,51557,478,12.488,1.125,1.019,814,6854
Recques-sur-Hem,62699,622,5.456,0.744,0.674,633,7082
Sepmeries,59565,672,5.978,0.778,0.704,738,7020
Songy,51552,265,15.145,1.239,1.122,804,6856
Arrigas,30017,212,20.217,1.431,1.296,737,6325
Byans-sur-Doubs,25105,543,9.949,1.004,0.909,917,6673
Réchicourt-la-Petite,54446,60,5.480,0.745,0.675,962,6853
Châteaudouble,83038,469,40.913,2.036,1.843,977,6280
Saint-Amand-sur-Fion,51472,1025,28.313,1.694,1.534,815,6857
Loisy-sur-Marne,51328,1095,14.193,1.199,1.086,814,6854
Châtelraould-Saint-Louvent,51134,226,16.899,1.309,1.185,808,6840
Norrois,51406,148,4.155,0.649,0.588,819,6841
Istres,13047,42925,114.235,3.402,3.080,862,6265
Brussey,70102,275,7.432,0.868,0.786,913,6692
Vercourt,80787,93,4.709,0.691,0.626,607,7021
Estrée,62312,289,4.418,0.669,0.606,617,7045
Somsois,51551,197,21.317,1.470,1.331,811,6830
Luxémont-et-Villotte,51334,445,9.223,0.967,0.876,821,6848
Saint-Ouen-Domprot,51508,206,47.400,2.191,1.984,800,6834
Capelle-Fermont,62211,215,2.983,0.550,0.498,673,7027
Robecq,62713,1368,10.475,1.030,0.933,669,7057
Senuc,8412,164,13.551,1.172,1.061,838,6912
Montguyon,17241,1584,18.245,1.360,1.231,449,6460
Ponsas,26247,521,2.877,0.540,0.489,846,6451
Étaing,62317,444,5.221,0.727,0.658,701,7021
Meurchin,62573,3805,4.648,0.686,0.621,693,7045
Pin,70410,690,14.041,1.193,1.080,915,6700
Cademène,25106,75,3.458,0.592,0.536,931,6672
Pirey,25454,2049,6.753,0.827,0.749,924,6691
Chouzelot,25154,269,6.345,0.802,0.726,921,6675
Risoul,5119,641,29.856,1.739,1.575,989,6393
Tours,37261,136565,33.379,1.839,1.665,525,6706
Montbouton,90070,406,2.840,0.536,0.485,996,6714
Vincelles,51644,297,3.549,0.600,0.543,747,6887
Nédon,62600,154,4.940,0.707,0.640,655,7049
Mesmay,25379,72,3.076,0.558,0.505,916,6667
Saint-Julien,21555,1481,16.765,1.303,1.180,863,6705
Linay,8255,264,7.358,0.863,0.781,863,6948
Gouy-en-Ternois,62381,136,5.680,0.759,0.687,657,7026
Inxent,62472,163,3.833,0.623,0.564,614,7051
Camiers,62201,2685,15.952,1.271,1.151,599,7055
Saint-Vit,25527,4854,16.527,1.294,1.172,911,6680
Cheppes-la-Prairie,51148,177,19.989,1.423,1.288,804,6856
Montmorency-Beaufort,10253,134,9.506,0.981,0.888,816,6819
Lavans-Quingey,25330,200,5.914,0.774,0.701,921,6668
Rorbach-lès-Dieuze,57595,54,4.281,0.659,0.597,983,6865
Saint-Chéron,51475,62,9.178,0.964,0.873,816,6839
Saint-Pardoux-la-Croisille,19231,176,17.381,1.327,1.201,621,6465
Dampierre,10121,290,29.524,1.730,1.566,800,6834
Bormes-les-Mimosas,83019,7982,96.779,3.131,2.835,967,6229
Saint-Utin,51520,83,10.207,1.017,0.921,808,6831
Pessans,25450,87,4.355,0.664,0.601,921,6668
La Chaussée-sur-Marne,51141,796,22.396,1.506,1.364,810,6860
Geneuille,25265,1342,6.429,0.807,0.731,926,6694
Saint-Sauveur-de-Meilhan,47277,334,7.057,0.846,0.766,461,6378
Cussey-sur-l'Ognon,25186,1029,7.478,0.870,0.788,921,6694
Saint-Privat-du-Fau,48179,130,22.424,1.507,1.364,728,6428
Saint-Georges-sur-l'Aa,59532,309,8.094,0.906,0.820,640,7095
Courcelles,25171,108,3.630,0.606,0.549,924,6669
Paillet,33311,1217,2.455,0.499,0.452,433,6404
Franois,25258,2316,7.307,0.860,0.779,923,6685
Chenecey-Buillon,25149,520,16.735,1.302,1.179,925,6677
Souastre,62800,375,7.262,0.858,0.777,671,7006
Fresnoy-Folny,76286,713,13.168,1.155,1.046,586,6978
Rosey,70452,274,14.857,1.227,1.111,925,6720
Avanne-Aveney,25036,2261,8.553,0.931,0.843,922,6683
Usclades-et-Rieutord,7326,119,12.567,1.128,1.021,794,6406
Sompuis,51550,302,43.496,2.099,1.900,798,6839
Joncreuil,10180,90,10.640,1.038,0.940,821,6828
Proverville,10306,239,7.039,0.845,0.765,823,6795
Évans,39219,640,9.930,1.003,0.908,910,6677
Lentilles,10192,126,17.282,1.323,1.198,821,6825
Corcondray,25164,144,5.386,0.739,0.669,913,6685
Mouchan,32292,411,13.225,1.158,1.048,485,6314
Cloyes-sur-Marne,51156,133,6.290,0.798,0.723,821,6839
Vellerot-lès-Vercel,25596,65,4.596,0.682,0.617,958,6688
Humbauville,51296,79,16.932,1.310,1.186,798,6838
Vitreux,39581,286,7.971,0.899,0.814,903,6689
Hénon,22079,2237,42.088,2.065,1.870,283,6822
Monteplain,39352,136,1.527,0.393,0.356,905,6677
Salans,39498,580,6.634,0.820,0.742,913,6676
Burey,27120,398,5.347,0.736,0.666,550,6877
La Mazière-aux-Bons-Hommes,23129,67,10.188,1.016,0.920,656,6536
Pringy,51446,409,15.371,1.248,1.130,805,6853
Fraisans,39235,1228,16.770,1.304,1.181,910,6677
Marolles,51352,900,4.431,0.670,0.607,820,6848
Saint-Martin-de-Fontenay,14623,2603,10.814,1.047,0.948,454,6898
Lisbourg,62519,588,17.939,1.348,1.220,646,7049
Saint-Martin-de-Lansuscle,48171,188,18.151,1.356,1.228,762,6345
Bignicourt-sur-Marne,51059,346,2.843,0.537,0.486,820,6844
Bréban,51084,82,10.746,1.043,0.944,805,6829
Bavinchove,59054,960,8.458,0.926,0.838,658,7075
Drucat,80260,917,11.084,1.060,0.960,620,7008
Berstett,67034,2425,18.391,1.365,1.236,1045,6851
Les Ventes-de-Bourse,61499,161,20.967,1.458,1.320,495,6825
Monfréville,14439,99,7.321,0.861,0.780,405,6921
Marant,62547,73,3.889,0.628,0.569,616,7043
Canappeville,27127,667,10.451,1.029,0.932,559,6895
Hiermont,80440,151,5.044,0.715,0.647,634,7011
Ranchot,39451,486,7.080,0.847,0.767,906,6679
Pagney,39402,337,6.009,0.780,0.706,906,6686
La Longueville,59357,2117,17.630,1.337,1.211,759,7019
Saint-Étienne-de-Lugdarès,7232,415,50.828,2.269,2.054,771,6395
Chevennes,2182,130,5.960,0.777,0.704,753,6971
Brailly-Cornehotte,80133,243,11.534,1.081,0.979,626,7012
Le Conquet,29040,2678,9.333,0.972,0.880,117,6831
Auxi-le-Château,62060,2674,27.266,1.662,1.505,635,7014
Zegerscappel,59666,1542,17.501,1.332,1.206,659,7086
Bard-lès-Époisses,21047,70,3.585,0.603,0.546,794,6714
Warneton,59643,239,4.188,0.651,0.589,699,7071
Salles-sous-Bois,26335,187,9.695,0.991,0.897,853,6378
Saint-Christo-en-Jarez,42208,1864,22.121,1.497,1.355,813,6496
Hestrus,62450,241,7.893,0.894,0.809,653,7041
Moutiers-en-Puisaye,89273,288,31.798,1.795,1.625,715,6720
Faux-Vésigneul,51244,245,39.240,1.994,1.805,805,6853
Bienvillers-au-Bois,62130,642,7.390,0.865,0.783,673,7010
Combles,80204,782,9.841,0.999,0.905,693,6991
Drosnay,51219,212,18.621,1.374,1.244,823,6833
Chapelaine,51125,48,9.180,0.964,0.873,808,6833
Virecourt,54585,459,5.094,0.718,0.650,944,6822
Saint-Lumier-en-Champagne,51496,260,8.669,0.937,0.848,817,6855
Bois-d'Arcy,89049,25,3.442,0.591,0.535,754,6718
Pressigny-les-Pins,45257,498,11.935,1.100,0.996,680,6755
Arrembécourt,10010,51,7.201,0.854,0.773,821,6829
Frévent,62361,3582,15.280,1.244,1.126,649,7022
Sillé-le-Guillaume,72334,2312,12.996,1.148,1.039,465,6791
Marcoux,4113,482,32.853,1.824,1.651,966,6343
Teissières-lès-Bouliès,15234,322,19.732,1.414,1.280,661,6416
Lavardac,47143,2245,15.252,1.243,1.125,488,6346
Allain,54008,474,16.572,1.296,1.173,913,6831
Saint-Jacut-de-la-Mer,22302,906,3.043,0.555,0.503,317,6843
Frignicourt,51262,1862,9.714,0.992,0.898,818,6847
Les Rivières-Henruel,51463,178,12.029,1.104,1.000,811,6838
Tramecourt,62828,60,2.245,0.477,0.432,639,7043
Plouvain,62660,450,2.399,0.493,0.446,693,7024
Blacy,51065,670,17.405,1.328,1.202,806,6846
Saint-Maurice-près-Pionsat,63377,369,31.050,1.774,1.606,669,6548
Corbigny,58083,1498,20.183,1.430,1.295,755,6687
Rans,39452,538,6.108,0.787,0.713,905,6676
Péronne-en-Mélantois,59458,903,1.145,0.341,0.309,713,7052
Merlaut,51363,241,5.200,0.726,0.657,822,6854
Terramesnil,80749,304,2.695,0.523,0.474,655,7001
Le Meix-Tiercelin,51361,179,19.249,1.397,1.265,809,6836
Brandonvillers,51080,181,11.711,1.089,0.986,814,6835
Maisons-en-Champagne,51340,528,29.151,1.719,1.556,811,6849
Almenêches,61002,713,20.388,1.437,1.301,485,6849
Charmont-en-Beauce,45080,371,18.084,1.354,1.226,635,6791
Aulnay-l'Aître,51022,170,8.315,0.918,0.831,816,6862
Our,39400,139,13.771,1.181,1.069,901,6667
Hernicourt,62442,559,9.897,1.001,0.906,648,7036
Blaise-sous-Arzillières,51066,342,6.897,0.836,0.757,815,6843
Le Vilhain,3313,268,26.460,1.637,1.482,687,6607
Sornay,70494,333,6.325,0.801,0.725,903,6689
Taxenne,39527,104,3.893,0.628,0.569,904,6683
Romain,39464,205,5.892,0.773,0.700,906,6684
Weckolsheim,68360,653,6.965,0.840,0.761,1037,6776
Brévonnes,10061,695,20.169,1.430,1.295,806,6804
La Neuville,59427,654,3.970,0.634,0.574,705,7043
Ougney,39398,370,7.065,0.846,0.766,902,6684
Gauchin-Légal,62366,322,5.853,0.770,0.697,671,7033
Rouffange,39469,103,2.868,0.539,0.488,905,6685
Chenevrey-et-Morogne,70150,304,8.956,0.953,0.863,907,6692
Macheren,57428,2781,16.969,1.311,1.187,978,6893
Offrethun,62636,267,2.626,0.516,0.467,608,7078
Beaumetz-lès-Cambrai,62096,587,9.964,1.005,0.910,701,7002
Xonrupt-Longemer,88531,1526,30.932,1.770,1.603,999,6779
Saint-Nicodème,22320,168,17.250,1.322,1.197,231,6823
Brechainville,88074,62,14.252,1.202,1.088,889,6810
Étrepigney,39218,423,15.689,1.261,1.142,903,6675
Radonvilliers,10313,378,23.473,1.542,1.396,806,6803
Dienville,10123,878,20.569,1.444,1.307,812,6803
Mathaux,10228,200,12.531,1.127,1.020,806,6808
Élesmes,59190,983,6.261,0.796,0.721,772,7022
Void-Vacon,55573,1641,35.542,1.898,1.718,892,6848
Gendrey,39246,430,13.960,1.189,1.077,902,6684
Étrabonne,25225,193,5.530,0.749,0.678,905,6685
Givrycourt,57248,91,2.773,0.530,0.480,986,6878
Affringues,62010,226,2.970,0.549,0.497,632,7066
Plumont,39430,103,12.185,1.111,1.006,904,6674
Neufchâteau,88321,6639,23.867,1.555,1.408,900,6807
Parc-d'Anxtot,76494,571,5.836,0.769,0.696,510,6946
Clenleu,62227,197,7.307,0.860,0.779,621,7047
Outrebois,80614,309,9.643,0.988,0.895,646,7006
Mesnil-Domqueur,80537,87,3.552,0.600,0.543,632,7004
Orchamps,39396,1106,9.924,1.003,0.908,903,6678
Avondance,62066,40,2.233,0.476,0.431,637,7042
Maisnil,62539,244,5.206,0.726,0.657,656,7027
Marquise,62560,5111,13.458,1.168,1.058,610,7082
Spycker,59576,1807,9.475,0.980,0.887,652,7100
Le Horps,53116,756,23.182,1.533,1.388,441,6816
Saint-Didier-en-Donjon,3226,269,33.120,1.832,1.659,763,6590
Conquereuil,44044,1109,32.997,1.828,1.655,345,6734
Trébry,22345,817,25.524,1.608,1.456,291,6822
Ronchin,59507,19074,5.439,0.742,0.672,707,7058
Le Val,83143,4297,39.306,1.996,1.807,943,6268
Bar-le-Duc,55029,15221,23.777,1.552,1.405,861,6853
Ruffey-le-Château,25510,360,7.288,0.859,0.778,913,6689
Mercey-le-Grand,25374,538,6.606,0.818,0.741,909,6681
Saléon,5159,91,9.880,1.001,0.906,921,6360
Villecien,89452,396,7.674,0.882,0.799,728,6769
Vy-lès-Filain,70583,124,5.320,0.734,0.665,940,6715
Lantenne-Vertière,25326,535,9.872,1.000,0.905,911,6686
Hersin-Coupigny,62443,6236,12.656,1.132,1.025,675,7036
Wylder,59665,295,2.561,0.509,0.461,663,7091
Drincham,59182,250,3.378,0.585,0.530,653,7091
Grand,88212,370,36.673,1.928,1.746,877,6813
Domrémy-la-Pucelle,88154,115,8.986,0.954,0.864,894,6820
Félines,43093,311,20.556,1.443,1.307,760,6459
Villeret,10424,64,3.289,0.577,0.522,818,6820
Courchapon,25172,205,5.408,0.740,0.670,909,6687
La Bretenière,39076,220,1.620,0.405,0.367,901,6674
Vanault-les-Dames,51590,366,20.094,1.427,1.292,834,6860
Vaudeville-le-Haut,55534,56,9.686,0.991,0.897,891,6818
Greux,88219,159,8.121,0.907,0.821,895,6822
Avesnes-lès-Bapaume,62064,159,3.104,0.561,0.508,689,7002
Jallerange,25317,254,5.538,0.749,0.678,904,6688
Blois,41018,45687,37.644,1.953,1.768,575,6726
Carville-la-Folletière,76160,435,4.350,0.664,0.601,543,6941
Hantay,59281,1303,2.107,0.462,0.418,692,7049
Frebécourt,88183,302,10.565,1.035,0.937,898,6810
Galametz,62365,201,4.197,0.652,0.590,637,7026
Aubers,59025,1610,10.114,1.012,0.916,686,7054
Trampot,88477,92,13.191,1.156,1.047,880,6806
Maison-Ponthieu,80501,266,11.011,1.056,0.956,630,7014
Pargny-sous-Mureau,88344,183,17.878,1.346,1.219,889,6811
Corbas,69273,11209,11.875,1.097,0.993,847,6509
Orquevaux,52369,86,15.633,1.259,1.140,876,6804
Chassey-Beaupré,55104,93,14.276,1.203,1.089,882,6820
Avranville,88025,71,10.899,1.051,0.952,889,6819
Dainville-Bertheléville,55142,119,40.282,2.020,1.829,884,6824
Burgille,25101,550,9.312,0.971,0.879,908,6689
Les Roises,55436,30,3.789,0.620,0.561,895,6822
Hugier,70286,126,7.175,0.853,0.772,903,6691
Liffol-le-Grand,88270,2154,34.157,1.860,1.684,888,6806
Étuz,70224,661,5.284,0.732,0.663,922,6702
Montagney,70353,519,9.305,0.971,0.879,902,6690
Venère,70542,222,8.076,0.905,0.819,904,6698
Charcenne,70130,339,7.162,0.852,0.771,911,6701
Villécloye,55554,266,7.143,0.851,0.771,876,6938
Aillianville,52003,172,23.803,1.553,1.406,882,6804
Cérilly,89065,40,7.244,0.857,0.776,744,6787
Avrigney-Virey,70045,426,22.325,1.504,1.362,912,6696
Cugney,70192,196,11.474,1.078,0.976,903,6700
Coussey,88118,730,16.248,1.283,1.162,899,6818
Capestang,34052,3194,40.508,2.026,1.834,699,6247
Prez-sous-Lafauche,52407,305,22.629,1.514,1.371,890,6798
Blye,39058,163,10.935,1.053,0.953,908,6619
Maisons-lès-Soulaines,10219,60,6.094,0.786,0.712,832,6803
Brienne-la-Vieille,10063,435,16.337,1.287,1.165,818,6811
Châteaurenard,13027,15440,34.896,1.880,1.702,845,6314
Escoubès-Pouts,65164,106,2.751,0.528,0.478,459,6228
Volon,70574,61,5.677,0.758,0.686,905,6731
Soulaines-Dhuys,10372,415,20.235,1.432,1.297,830,6809
Chancey,70126,202,7.764,0.887,0.803,901,6697
Marnay,70334,1485,10.409,1.027,0.930,907,6693
Poids-de-Fiole,39431,330,6.537,0.814,0.737,900,6612
Socx,59570,934,8.036,0.902,0.817,661,7091
Thors,10378,73,8.363,0.921,0.834,834,6800
Pont-de-Poitte,39435,653,7.635,0.880,0.797,904,6611
Trémilly,52495,80,10.913,1.052,0.952,830,6809
Trannes,10384,245,9.761,0.994,0.900,820,6804
Obervisse,57519,159,4.385,0.667,0.604,961,6902
Coyron,39175,74,7.476,0.870,0.788,905,6603
Flers-sur-Noye,80315,512,4.665,0.688,0.623,645,6959
Nully,52359,159,17.781,1.342,1.215,836,6806
Landas,59330,2402,11.979,1.102,0.998,722,7040
Arnancourt,52019,91,9.410,0.976,0.884,840,6805
Perthes-lès-Brienne,10285,81,3.832,0.623,0.564,813,6816
Le Clapier,12067,79,19.653,1.411,1.278,718,6302
Patornay,39408,139,1.859,0.434,0.393,907,6613
Morvilliers,10258,309,15.649,1.259,1.140,818,6809
Largillay-Marsonnay,39278,163,7.549,0.875,0.792,903,6611
Châtillon,39122,113,16.885,1.308,1.184,906,6620
La Chaise,10072,39,8.803,0.944,0.855,824,6805
Bailly-aux-Forges,52034,140,10.691,1.041,0.943,840,6817
Chalmoux,71075,639,38.779,1.982,1.795,762,6612
Courcemain,51182,110,9.928,1.003,0.908,767,6834
Écrille,39207,85,5.250,0.729,0.660,903,6602
Lamancine,52260,124,4.525,0.677,0.613,857,6791
Publy,39445,285,15.320,1.246,1.128,901,6616
Plaisia,39423,111,5.334,0.735,0.665,903,6603
Verges,39550,192,6.430,0.807,0.731,907,6623
Verchocq,62844,661,15.644,1.259,1.140,632,7054
Waben,62866,430,8.749,0.942,0.853,602,7034
Thil,10377,123,19.500,1.406,1.273,829,6808
Rances,10315,44,3.820,0.622,0.563,816,6819
Juzanvigny,10184,127,7.679,0.882,0.799,817,6813
Oudrenne,57531,736,20.390,1.437,1.301,941,6927
Mont-Saint-Éloi,62589,1028,15.835,1.267,1.147,676,7025
Chaumesnil,10093,100,11.096,1.060,0.960,816,6808
Boufflers,80118,125,5.638,0.756,0.684,631,7020
Montpeyroux,24292,441,23.805,1.553,1.406,465,6426
Daillancourt,52160,69,7.953,0.898,0.813,841,6801
Bouzancourt,52065,65,11.877,1.097,0.993,847,6803
Montaren-et-Saint-Médiers,30174,1442,19.371,1.401,1.268,813,6332
Vaux-sur-Blaise,52510,375,7.131,0.850,0.770,843,6820
Saint-Cyr-en-Arthies,95543,246,3.930,0.631,0.571,608,6884
Mesnois,39326,192,11.489,1.079,0.977,904,6611
Mérona,39324,9,2.916,0.544,0.493,903,6611
Courcelles-sur-Voire,10105,26,4.922,0.706,0.639,813,6820
Crosey-le-Grand,25177,152,10.298,1.021,0.924,969,6701
Champoux,25117,91,3.032,0.554,0.502,935,6698
Randevillers,25478,118,4.351,0.664,0.601,966,6697
Provenchère,25471,134,6.992,0.842,0.762,976,6693
Surmont,25554,124,7.390,0.865,0.783,972,6690
Guillos,33197,450,22.806,1.520,1.376,417,6389
Chazot,25145,118,5.264,0.730,0.661,965,6698
Rahon,25476,128,5.713,0.761,0.689,969,6697
Servin,25544,201,10.186,1.016,0.920,964,6693
Warluzel,62879,231,4.066,0.642,0.581,661,7015
Villeneuve-d'Amont,25621,240,14.286,1.203,1.089,934,6652
Belleherbe,25051,607,16.157,1.279,1.158,980,6694
Sancey,25529,1322,30.444,1.756,1.590,967,6692
Torcy,62823,160,5.285,0.732,0.663,631,7042
Silley-Bléfond,25546,53,4.331,0.662,0.599,952,6698
Alette,62021,386,13.987,1.190,1.077,619,7046
Vellevans,25597,226,13.724,1.179,1.067,967,6693
Beaumetz,80068,230,6.211,0.793,0.718,634,7004
Bezinghem,62127,355,13.249,1.159,1.049,622,7056
Beurville,52047,104,23.029,1.528,1.383,840,6801
Coquelles,62239,2503,8.783,0.943,0.854,620,7092
Saint-Maclou-la-Brière,76603,485,4.962,0.709,0.642,519,6954
Rosières-sur-Barbèche,25503,124,5.343,0.736,0.666,977,6695
Belvoir,25053,108,9.289,0.970,0.878,972,6699
Sérézin-de-la-Tour,38481,1034,9.425,0.977,0.885,886,6498
Dammartin-les-Templiers,25189,206,10.007,1.007,0.912,949,6692
Occoches,80602,125,7.132,0.850,0.770,648,7008
Coisy,80202,331,6.123,0.788,0.713,652,6988
Guillon-les-Bains,25299,104,4.771,0.695,0.629,956,6697
Adam-lès-Passavant,25006,91,9.526,0.982,0.889,955,6696
Thise,25560,3069,8.937,0.952,0.862,931,6690
Guindrecourt-sur-Blaise,52232,54,5.536,0.749,0.678,848,6801
Attin,62044,730,6.604,0.818,0.741,611,7043
Thilleux,52487,79,9.766,0.995,0.901,834,6817
Ville-sur-Terre,10428,106,16.085,1.277,1.156,829,6808
Ciré-d'Aunis,17107,1335,25.873,1.619,1.466,398,6560
Fuligny,10163,48,10.301,1.022,0.925,826,6803
Saint-Lon-les-Mines,40269,1195,21.818,1.487,1.346,368,6291
Plémy,22184,1564,39.983,2.013,1.823,276,6823
Plouescat,29185,3453,14.926,1.230,1.114,174,6867
Petit-Mesnil,10286,221,14.767,1.223,1.107,821,6804
Rachecourt-Suzémont,52413,104,3.633,0.607,0.550,844,6819
Vieilley,25612,703,9.561,0.984,0.891,933,6700
Passavant,25446,230,14.964,1.231,1.115,957,6689
