"Année,""Commune"",""Secteur économique"",""Etablissements"",""Emplois"",""Emplois femmes"",""Emplois hommes"",""Equivalents plein temps"",""Equivalents plein temps femmes"",""Equivalents plein temps hommes"""
"2021,""111 Bäretswil"",""Secteur économique - total"",369,1668,830,838,1155,444,710"
"2021,""111 Bäretswil"",""Secteur primaire"",57,141,47,94,86,19,67"
"2021,""111 Bäretswil"",""Secteur secondaire"",68,408,86,322,362,53,308"
"2021,""111 Bäretswil"",""Secteur tertiaire"",244,1119,697,422,707,372,335"
"2021,""112 Bubikon"",""Secteur économique - total"",581,3791,1625,2166,2975,1036,1939"
"2021,""112 Bubikon"",""Secteur primaire"",32,89,24,65,60,12,48"
"2021,""112 Bubikon"",""Secteur secondaire"",104,1619,412,1207,1488,319,1169"
"2021,""112 Bubikon"",""Secteur tertiaire"",445,2083,1189,894,1428,705,723"
"2021,""113 Dürnten"",""Secteur économique - total"",454,1903,1011,892,1328,589,738"
"2021,""113 Dürnten"",""Secteur primaire"",34,128,45,83,88,29,60"
"2021,""113 Dürnten"",""Secteur secondaire"",86,331,66,265,283,38,245"
"2021,""113 Dürnten"",""Secteur tertiaire"",334,1444,900,544,956,522,434"
"2021,""114 Fischenthal"",""Secteur économique - total"",213,674,287,387,478,168,310"
"2021,""114 Fischenthal"",""Secteur primaire"",52,139,46,93,77,22,55"
"2021,""114 Fischenthal"",""Secteur secondaire"",46,237,73,164,201,49,153"
"2021,""114 Fischenthal"",""Secteur tertiaire"",115,298,168,130,199,97,102"
"2021,""115 Gossau (ZH)"",""Secteur économique - total"",623,2548,1130,1418,1863,666,1197"
"2021,""115 Gossau (ZH)"",""Secteur primaire"",47,133,44,89,87,24,64"
"2021,""115 Gossau (ZH)"",""Secteur secondaire"",117,746,124,622,662,69,592"
"2021,""115 Gossau (ZH)"",""Secteur tertiaire"",459,1669,962,707,1114,574,540"
"2021,""116 Grüningen"",""Secteur économique - total"",277,1864,762,1102,1468,481,987"
"2021,""116 Grüningen"",""Secteur primaire"",37,86,33,53,54,17,37"
"2021,""116 Grüningen"",""Secteur secondaire"",48,509,70,439,473,49,424"
"2021,""116 Grüningen"",""Secteur tertiaire"",192,1269,659,610,941,415,526"
"2021,""117 Hinwil"",""Secteur économique - total"",893,7324,2840,4484,6005,1895,4110"
"2021,""117 Hinwil"",""Secteur primaire"",67,197,61,136,130,31,100"
"2021,""117 Hinwil"",""Secteur secondaire"",152,2391,666,1725,2182,526,1656"
"2021,""117 Hinwil"",""Secteur tertiaire"",674,4736,2113,2623,3693,1339,2354"
"2021,""118 Rüti (ZH)"",""Secteur économique - total"",855,5215,2602,2613,3845,1579,2266"
"2021,""118 Rüti (ZH)"",""Secteur primaire"",19,63,29,34,36,10,25"
"2021,""118 Rüti (ZH)"",""Secteur secondaire"",134,1397,271,1126,1278,198,1080"
"2021,""118 Rüti (ZH)"",""Secteur tertiaire"",702,3755,2302,1453,2531,1371,1160"
"2021,""119 Seegräben"",""Secteur économique - total"",127,556,299,257,366,169,198"
"2021,""119 Seegräben"",""Secteur primaire"",14,68,27,41,54,19,35"
"2021,""119 Seegräben"",""Secteur secondaire"",10,57,22,35,46,14,33"
"2021,""119 Seegräben"",""Secteur tertiaire"",103,431,250,181,266,136,129"
"2021,""120 Wald (ZH)"",""Secteur économique - total"",696,3486,1908,1578,2499,1165,1334"
"2021,""120 Wald (ZH)"",""Secteur primaire"",74,180,61,119,104,29,75"
"2021,""120 Wald (ZH)"",""Secteur secondaire"",133,898,221,677,801,160,642"
"2021,""120 Wald (ZH)"",""Secteur tertiaire"",489,2408,1626,782,1594,976,617"
"2021,""121 Wetzikon (ZH)"",""Secteur économique - total"",1824,14354,7242,7112,10532,4534,5998"
"2021,""121 Wetzikon (ZH)"",""Secteur primaire"",26,75,25,50,52,13,39"
"2021,""121 Wetzikon (ZH)"",""Secteur secondaire"",302,3369,946,2423,3056,726,2330"
"2021,""121 Wetzikon (ZH)"",""Secteur tertiaire"",1496,10910,6271,4639,7424,3794,3630"
"2021,""131 Adliswil"",""Secteur économique - total"",1013,7464,3424,4040,5848,2320,3528"
"2021,""131 Adliswil"",""Secteur primaire"",X,16,7,9,11,4,7"
"2021,""131 Adliswil"",""Secteur secondaire"",X,586,132,454,523,88,435"
"2021,""131 Adliswil"",""Secteur tertiaire"",905,6862,3285,3577,5314,2228,3086"
"2021,""135 Kilchberg (ZH)"",""Secteur économique - total"",638,4312,2386,1926,3221,1569,1651"
"2021,""135 Kilchberg (ZH)"",""Secteur primaire"",X,10,X,X,8,X,X"
"2021,""135 Kilchberg (ZH)"",""Secteur secondaire"",X,1092,X,X,969,X,X"
"2021,""135 Kilchberg (ZH)"",""Secteur tertiaire"",594,3210,1961,1249,2244,1243,1001"
"2021,""136 Langnau am Albis"",""Secteur économique - total"",374,1589,877,712,1123,550,573"
"2021,""136 Langnau am Albis"",""Secteur primaire"",8,20,8,12,14,5,9"
"2021,""136 Langnau am Albis"",""Secteur secondaire"",49,172,35,137,150,20,130"
"2021,""136 Langnau am Albis"",""Secteur tertiaire"",317,1397,834,563,958,524,434"
"2021,""137 Oberrieden"",""Secteur économique - total"",291,1026,554,472,700,315,386"
"2021,""137 Oberrieden"",""Secteur primaire"",X,13,X,X,10,X,X"
"2021,""137 Oberrieden"",""Secteur secondaire"",X,106,X,X,92,X,X"
"2021,""137 Oberrieden"",""Secteur tertiaire"",267,907,528,379,598,300,299"
"2021,""138 Richterswil"",""Secteur économique - total"",813,4238,1810,2428,3274,1118,2156"
"2021,""138 Richterswil"",""Secteur primaire"",20,56,20,36,34,10,25"
"2021,""138 Richterswil"",""Secteur secondaire"",114,1473,267,1206,1346,187,1159"
"2021,""138 Richterswil"",""Secteur tertiaire"",679,2709,1523,1186,1894,922,972"
"2021,""139 Rüschlikon"",""Secteur économique - total"",428,2950,1323,1627,2384,914,1470"
"2021,""139 Rüschlikon"",""Secteur primaire"",X,6,X,X,4,X,X"
"2021,""139 Rüschlikon"",""Secteur secondaire"",X,279,X,X,248,X,X"
"2021,""139 Rüschlikon"",""Secteur tertiaire"",382,2665,1257,1408,2132,871,1262"
"2021,""141 Thalwil"",""Secteur économique - total"",1334,6728,3399,3329,4894,2095,2799"
"2021,""141 Thalwil"",""Secteur primaire"",X,7,X,X,X,X,X"
"2021,""141 Thalwil"",""Secteur secondaire"",X,1075,X,X,X,X,X"
"2021,""141 Thalwil"",""Secteur tertiaire"",1221,5646,3177,2469,3905,1938,1967"
"2021,""151 Erlenbach (ZH)"",""Secteur économique - total"",480,1887,1039,848,1340,655,686"
"2021,""151 Erlenbach (ZH)"",""Secteur primaire"",X,26,14,12,19,8,10"
"2021,""151 Erlenbach (ZH)"",""Secteur secondaire"",X,123,25,98,108,16,92"
"2021,""151 Erlenbach (ZH)"",""Secteur tertiaire"",442,1738,1000,738,1214,630,584"
"2021,""152 Herrliberg"",""Secteur économique - total"",483,1538,769,769,1126,483,644"
"2021,""152 Herrliberg"",""Secteur primaire"",17,47,17,30,32,10,22"
"2021,""152 Herrliberg"",""Secteur secondaire"",30,150,29,121,129,16,113"
"2021,""152 Herrliberg"",""Secteur tertiaire"",436,1341,723,618,965,456,509"
"2021,""153 Hombrechtikon"",""Secteur économique - total"",616,2899,1447,1452,2040,823,1217"
"2021,""153 Hombrechtikon"",""Secteur primaire"",68,217,94,123,123,42,81"
"2021,""153 Hombrechtikon"",""Secteur secondaire"",101,566,113,453,502,74,427"
"2021,""153 Hombrechtikon"",""Secteur tertiaire"",447,2116,1240,876,1415,707,709"
"2021,""154 Küsnacht (ZH)"",""Secteur économique - total"",1268,6293,3174,3119,4784,2106,2678"
"2021,""154 Küsnacht (ZH)"",""Secteur primaire"",22,79,34,45,48,16,32"
"2021,""154 Küsnacht (ZH)"",""Secteur secondaire"",103,809,183,626,726,129,598"
"2021,""154 Küsnacht (ZH)"",""Secteur tertiaire"",1143,5405,2957,2448,4010,1962,2048"
"2021,""155 Männedorf"",""Secteur économique - total"",770,5354,3024,2330,4071,2043,2028"
"2021,""155 Männedorf"",""Secteur primaire"",10,22,X,X,13,X,X"
"2021,""155 Männedorf"",""Secteur secondaire"",65,933,X,X,867,X,X"
"2021,""155 Männedorf"",""Secteur tertiaire"",695,4399,2802,1597,3191,1869,1322"
"2021,""156 Meilen"",""Secteur économique - total"",1196,6111,3128,2983,4590,1993,2597"
"2021,""156 Meilen"",""Secteur primaire"",29,96,36,60,61,17,45"
"2021,""156 Meilen"",""Secteur secondaire"",89,1160,340,820,1060,266,794"
"2021,""156 Meilen"",""Secteur tertiaire"",1078,4855,2752,2103,3469,1710,1758"
"2021,""157 Oetwil am See"",""Secteur économique - total"",288,2178,1029,1149,1730,698,1032"
"2021,""157 Oetwil am See"",""Secteur primaire"",15,38,9,29,25,5,20"
"2021,""157 Oetwil am See"",""Secteur secondaire"",61,737,206,531,639,129,510"
"2021,""157 Oetwil am See"",""Secteur tertiaire"",212,1403,814,589,1066,565,502"
"2021,""158 Stäfa"",""Secteur économique - total"",1031,6426,3044,3382,5065,2082,2983"
"2021,""158 Stäfa"",""Secteur primaire"",23,75,26,49,48,14,34"
"2021,""158 Stäfa"",""Secteur secondaire"",118,2727,866,1861,2508,736,1772"
"2021,""158 Stäfa"",""Secteur tertiaire"",890,3624,2152,1472,2508,1331,1177"
"2021,""159 Uetikon am See"",""Secteur économique - total"",397,1650,922,728,1203,591,612"
"2021,""159 Uetikon am See"",""Secteur primaire"",8,21,X,X,14,X,X"
"2021,""159 Uetikon am See"",""Secteur secondaire"",42,237,X,X,208,X,X"
"2021,""159 Uetikon am See"",""Secteur tertiaire"",347,1392,868,524,981,559,421"
"2021,""160 Zumikon"",""Secteur économique - total"",383,1874,1052,822,1348,665,683"
"2021,""160 Zumikon"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""160 Zumikon"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""160 Zumikon"",""Secteur tertiaire"",344,1673,1019,654,1174,646,528"
"2021,""161 Zollikon"",""Secteur économique - total"",1140,6411,3854,2557,4570,2492,2079"
"2021,""161 Zollikon"",""Secteur primaire"",4,8,X,X,7,X,X"
"2021,""161 Zollikon"",""Secteur secondaire"",71,318,X,X,285,X,X"
"2021,""161 Zollikon"",""Secteur tertiaire"",1065,6085,3781,2304,4279,2440,1839"
"2021,""172 Fehraltorf"",""Secteur économique - total"",436,4747,2221,2526,3664,1402,2262"
"2021,""172 Fehraltorf"",""Secteur primaire"",22,58,22,36,39,11,28"
"2021,""172 Fehraltorf"",""Secteur secondaire"",93,1253,279,974,1123,204,919"
"2021,""172 Fehraltorf"",""Secteur tertiaire"",321,3436,1920,1516,2502,1187,1315"
"2021,""173 Hittnau"",""Secteur économique - total"",258,832,360,472,598,191,407"
"2021,""173 Hittnau"",""Secteur primaire"",25,63,22,41,42,11,31"
"2021,""173 Hittnau"",""Secteur secondaire"",54,274,57,217,242,35,207"
"2021,""173 Hittnau"",""Secteur tertiaire"",179,495,281,214,314,145,169"
"2021,""176 Lindau"",""Secteur économique - total"",393,3244,1318,1926,2645,920,1724"
"2021,""176 Lindau"",""Secteur primaire"",23,108,35,73,86,22,64"
"2021,""176 Lindau"",""Secteur secondaire"",80,1519,528,991,1380,433,947"
"2021,""176 Lindau"",""Secteur tertiaire"",290,1617,755,862,1178,466,713"
"2021,""177 Pfäffikon"",""Secteur économique - total"",851,6086,2936,3150,4462,1767,2696"
"2021,""177 Pfäffikon"",""Secteur primaire"",40,248,74,174,202,54,148"
"2021,""177 Pfäffikon"",""Secteur secondaire"",102,1545,325,1220,1425,243,1183"
"2021,""177 Pfäffikon"",""Secteur tertiaire"",709,4293,2537,1756,2835,1470,1365"
"2021,""178 Russikon"",""Secteur économique - total"",300,1173,517,656,876,294,582"
"2021,""178 Russikon"",""Secteur primaire"",32,119,46,73,77,22,55"
"2021,""178 Russikon"",""Secteur secondaire"",53,345,62,283,322,48,273"
"2021,""178 Russikon"",""Secteur tertiaire"",215,709,409,300,477,223,254"
"2021,""180 Weisslingen"",""Secteur économique - total"",219,876,408,468,636,229,407"
"2021,""180 Weisslingen"",""Secteur primaire"",27,66,19,47,45,11,34"
"2021,""180 Weisslingen"",""Secteur secondaire"",36,189,42,147,170,30,140"
"2021,""180 Weisslingen"",""Secteur tertiaire"",156,621,347,274,421,189,233"
"2021,""181 Wila"",""Secteur économique - total"",160,608,237,371,448,127,321"
"2021,""181 Wila"",""Secteur primaire"",19,48,15,33,30,7,23"
"2021,""181 Wila"",""Secteur secondaire"",36,245,39,206,220,25,195"
"2021,""181 Wila"",""Secteur tertiaire"",105,315,183,132,198,96,103"
"2021,""182 Wildberg"",""Secteur économique - total"",78,264,105,159,181,49,132"
"2021,""182 Wildberg"",""Secteur primaire"",24,64,26,38,36,11,25"
"2021,""182 Wildberg"",""Secteur secondaire"",26,111,26,85,94,14,79"
"2021,""182 Wildberg"",""Secteur tertiaire"",28,89,53,36,52,24,28"
"2021,""191 Dübendorf"",""Secteur économique - total"",1971,20149,9385,10764,15858,6332,9526"
"2021,""191 Dübendorf"",""Secteur primaire"",12,165,66,99,149,54,95"
"2021,""191 Dübendorf"",""Secteur secondaire"",262,1804,360,1444,1642,257,1386"
"2021,""191 Dübendorf"",""Secteur tertiaire"",1697,18180,8959,9221,14067,6021,8046"
"2021,""192 Egg"",""Secteur économique - total"",605,2735,1348,1387,2012,821,1191"
"2021,""192 Egg"",""Secteur primaire"",51,147,54,93,90,28,62"
"2021,""192 Egg"",""Secteur secondaire"",75,384,106,278,331,65,266"
"2021,""192 Egg"",""Secteur tertiaire"",479,2204,1188,1016,1591,728,863"
"2021,""193 Fällanden"",""Secteur économique - total"",493,2945,1176,1769,2295,756,1539"
"2021,""193 Fällanden"",""Secteur primaire"",7,20,X,X,11,X,X"
"2021,""193 Fällanden"",""Secteur secondaire"",67,1162,X,X,1093,X,X"
"2021,""193 Fällanden"",""Secteur tertiaire"",419,1763,946,817,1191,570,620"
"2021,""194 Greifensee"",""Secteur économique - total"",227,1750,848,902,1331,543,788"
"2021,""194 Greifensee"",""Secteur primaire"",X,14,X,X,10,X,X"
"2021,""194 Greifensee"",""Secteur secondaire"",X,568,X,X,538,X,X"
"2021,""194 Greifensee"",""Secteur tertiaire"",194,1168,678,490,783,396,387"
"2021,""195 Maur"",""Secteur économique - total"",700,2359,1184,1175,1710,729,981"
"2021,""195 Maur"",""Secteur primaire"",36,96,32,64,66,17,49"
"2021,""195 Maur"",""Secteur secondaire"",75,317,66,251,280,39,241"
"2021,""195 Maur"",""Secteur tertiaire"",589,1946,1086,860,1364,672,691"
"2021,""196 Mönchaltorf"",""Secteur économique - total"",270,1420,643,777,1125,421,704"
"2021,""196 Mönchaltorf"",""Secteur primaire"",25,58,19,39,33,7,27"
"2021,""196 Mönchaltorf"",""Secteur secondaire"",55,451,146,305,408,114,295"
"2021,""196 Mönchaltorf"",""Secteur tertiaire"",190,911,478,433,683,300,383"
"2021,""197 Schwerzenbach"",""Secteur économique - total"",306,2688,1214,1474,2152,824,1328"
"2021,""197 Schwerzenbach"",""Secteur primaire"",9,53,7,46,48,5,43"
"2021,""197 Schwerzenbach"",""Secteur secondaire"",44,345,82,263,312,58,254"
"2021,""197 Schwerzenbach"",""Secteur tertiaire"",253,2290,1125,1165,1792,761,1031"
"2021,""198 Uster"",""Secteur économique - total"",2520,17583,8898,8685,13374,5833,7540"
"2021,""198 Uster"",""Secteur primaire"",59,174,67,107,115,37,78"
"2021,""198 Uster"",""Secteur secondaire"",291,3580,976,2604,3247,747,2500"
"2021,""198 Uster"",""Secteur tertiaire"",2170,13829,7855,5974,10011,5048,4962"
"2021,""199 Volketswil"",""Secteur économique - total"",1289,11534,4709,6825,9231,3059,6172"
"2021,""199 Volketswil"",""Secteur primaire"",25,61,20,41,38,9,29"
"2021,""199 Volketswil"",""Secteur secondaire"",238,3003,614,2389,2773,470,2303"
"2021,""199 Volketswil"",""Secteur tertiaire"",1026,8470,4075,4395,6420,2580,3840"
"2021,""200 Wangen-Brüttisellen"",""Secteur économique - total"",537,5286,1812,3474,4274,1235,3039"
"2021,""200 Wangen-Brüttisellen"",""Secteur primaire"",12,30,11,19,20,6,14"
"2021,""200 Wangen-Brüttisellen"",""Secteur secondaire"",101,1455,297,1158,1366,246,1121"
"2021,""200 Wangen-Brüttisellen"",""Secteur tertiaire"",424,3801,1504,2297,2888,983,1904"
"2021,""211 Altikon"",""Secteur économique - total"",67,166,70,96,101,31,70"
"2021,""211 Altikon"",""Secteur primaire"",21,65,X,X,40,X,X"
"2021,""211 Altikon"",""Secteur secondaire"",8,13,X,X,9,X,X"
"2021,""211 Altikon"",""Secteur tertiaire"",38,88,41,47,53,17,35"
"2021,""213 Brütten"",""Secteur économique - total"",133,395,192,203,273,111,162"
"2021,""213 Brütten"",""Secteur primaire"",20,65,10,55,43,5,39"
"2021,""213 Brütten"",""Secteur secondaire"",12,52,17,35,43,10,33"
"2021,""213 Brütten"",""Secteur tertiaire"",101,278,165,113,186,96,90"
"2021,""214 Dägerlen"",""Secteur économique - total"",89,292,143,149,178,68,110"
"2021,""214 Dägerlen"",""Secteur primaire"",26,65,21,44,37,8,29"
"2021,""214 Dägerlen"",""Secteur secondaire"",9,65,18,47,56,10,45"
"2021,""214 Dägerlen"",""Secteur tertiaire"",54,162,104,58,85,50,35"
"2021,""215 Dättlikon"",""Secteur économique - total"",56,189,94,95,102,35,68"
"2021,""215 Dättlikon"",""Secteur primaire"",9,37,X,X,22,X,X"
"2021,""215 Dättlikon"",""Secteur secondaire"",10,28,X,X,25,X,X"
"2021,""215 Dättlikon"",""Secteur tertiaire"",37,124,75,49,55,26,29"
"2021,""216 Dinhard"",""Secteur économique - total"",110,437,172,265,312,83,229"
"2021,""216 Dinhard"",""Secteur primaire"",22,70,23,47,44,9,35"
"2021,""216 Dinhard"",""Secteur secondaire"",20,154,17,137,143,10,133"
"2021,""216 Dinhard"",""Secteur tertiaire"",68,213,132,81,125,64,61"
"2021,""218 Ellikon an der Thur"",""Secteur économique - total"",69,650,278,372,519,193,326"
"2021,""218 Ellikon an der Thur"",""Secteur primaire"",15,109,36,73,88,27,61"
"2021,""218 Ellikon an der Thur"",""Secteur secondaire"",17,292,86,206,248,58,190"
"2021,""218 Ellikon an der Thur"",""Secteur tertiaire"",37,249,156,93,183,109,75"
"2021,""219 Elsau"",""Secteur économique - total"",234,1140,484,656,859,276,583"
"2021,""219 Elsau"",""Secteur primaire"",16,42,17,25,30,8,22"
"2021,""219 Elsau"",""Secteur secondaire"",51,365,81,284,332,57,275"
"2021,""219 Elsau"",""Secteur tertiaire"",167,733,386,347,498,212,286"
"2021,""220 Hagenbuch"",""Secteur économique - total"",76,198,82,116,141,44,97"
"2021,""220 Hagenbuch"",""Secteur primaire"",19,56,22,34,35,10,25"
"2021,""220 Hagenbuch"",""Secteur secondaire"",11,50,10,40,44,6,38"
"2021,""220 Hagenbuch"",""Secteur tertiaire"",46,92,50,42,62,29,34"
"2021,""221 Hettlingen"",""Secteur économique - total"",177,846,446,400,633,287,345"
"2021,""221 Hettlingen"",""Secteur primaire"",19,41,15,26,25,7,18"
"2021,""221 Hettlingen"",""Secteur secondaire"",17,327,161,166,305,144,161"
"2021,""221 Hettlingen"",""Secteur tertiaire"",141,478,270,208,303,137,166"
"2021,""223 Neftenbach"",""Secteur économique - total"",363,1715,662,1053,1288,354,934"
"2021,""223 Neftenbach"",""Secteur primaire"",40,142,50,92,85,21,64"
"2021,""223 Neftenbach"",""Secteur secondaire"",59,473,78,395,430,46,383"
"2021,""223 Neftenbach"",""Secteur tertiaire"",264,1100,534,566,773,287,487"
"2021,""224 Pfungen"",""Secteur économique - total"",224,1458,616,842,1166,408,758"
"2021,""224 Pfungen"",""Secteur primaire"",7,20,X,X,13,X,X"
"2021,""224 Pfungen"",""Secteur secondaire"",46,437,X,X,399,X,X"
"2021,""224 Pfungen"",""Secteur tertiaire"",171,1001,507,494,753,327,427"
"2021,""225 Rickenbach (ZH)"",""Secteur économique - total"",167,547,295,252,365,155,210"
"2021,""225 Rickenbach (ZH)"",""Secteur primaire"",23,74,26,48,49,12,36"
"2021,""225 Rickenbach (ZH)"",""Secteur secondaire"",22,71,13,58,64,8,56"
"2021,""225 Rickenbach (ZH)"",""Secteur tertiaire"",122,402,256,146,253,135,118"
"2021,""226 Schlatt (ZH)"",""Secteur économique - total"",48,140,43,97,105,22,83"
"2021,""226 Schlatt (ZH)"",""Secteur primaire"",15,36,X,X,25,X,X"
"2021,""226 Schlatt (ZH)"",""Secteur secondaire"",8,36,X,X,32,X,X"
"2021,""226 Schlatt (ZH)"",""Secteur tertiaire"",25,68,26,42,48,13,35"
"2021,""227 Seuzach"",""Secteur économique - total"",418,2667,1168,1499,2057,717,1340"
"2021,""227 Seuzach"",""Secteur primaire"",13,32,9,23,21,5,16"
"2021,""227 Seuzach"",""Secteur secondaire"",90,641,101,540,578,62,516"
"2021,""227 Seuzach"",""Secteur tertiaire"",315,1994,1058,936,1458,650,808"
"2021,""228 Turbenthal"",""Secteur économique - total"",333,1586,906,680,1114,555,559"
"2021,""228 Turbenthal"",""Secteur primaire"",46,115,46,69,72,23,49"
"2021,""228 Turbenthal"",""Secteur secondaire"",53,260,54,206,229,34,195"
"2021,""228 Turbenthal"",""Secteur tertiaire"",234,1211,806,405,813,498,315"
"2021,""230 Winterthur"",""Secteur économique - total"",8258,75220,36482,38738,57292,23823,33469"
"2021,""230 Winterthur"",""Secteur primaire"",56,179,49,130,124,22,102"
"2021,""230 Winterthur"",""Secteur secondaire"",874,11709,2457,9252,10807,1922,8884"
"2021,""230 Winterthur"",""Secteur tertiaire"",7328,63332,33976,29356,46361,21879,24482"
"2021,""231 Zell (ZH)"",""Secteur économique - total"",343,1532,824,708,1095,490,605"
"2021,""231 Zell (ZH)"",""Secteur primaire"",25,94,49,45,60,27,32"
"2021,""231 Zell (ZH)"",""Secteur secondaire"",64,444,126,318,380,82,298"
"2021,""231 Zell (ZH)"",""Secteur tertiaire"",254,994,649,345,655,380,275"
"2021,""241 Aesch (ZH)"",""Secteur économique - total"",106,364,138,226,255,74,182"
"2021,""241 Aesch (ZH)"",""Secteur primaire"",15,44,X,X,29,X,X"
"2021,""241 Aesch (ZH)"",""Secteur secondaire"",11,35,X,X,30,X,X"
"2021,""241 Aesch (ZH)"",""Secteur tertiaire"",80,285,118,167,197,62,135"
"2021,""242 Birmensdorf (ZH)"",""Secteur économique - total"",423,2641,1151,1490,2053,744,1309"
"2021,""242 Birmensdorf (ZH)"",""Secteur primaire"",17,50,13,37,28,6,22"
"2021,""242 Birmensdorf (ZH)"",""Secteur secondaire"",74,423,85,338,388,60,327"
"2021,""242 Birmensdorf (ZH)"",""Secteur tertiaire"",332,2168,1053,1115,1637,678,960"
"2021,""243 Dietikon"",""Secteur économique - total"",1808,19198,7984,11214,15203,5270,9933"
"2021,""243 Dietikon"",""Secteur primaire"",10,42,20,22,31,13,18"
"2021,""243 Dietikon"",""Secteur secondaire"",296,4413,1019,3394,3998,736,3262"
"2021,""243 Dietikon"",""Secteur tertiaire"",1502,14743,6945,7798,11175,4521,6653"
"2021,""244 Geroldswil"",""Secteur économique - total"",316,2256,985,1271,1744,605,1139"
"2021,""244 Geroldswil"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""244 Geroldswil"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""244 Geroldswil"",""Secteur tertiaire"",263,1653,772,881,1228,463,765"
"2021,""245 Oberengstringen"",""Secteur économique - total"",328,1333,637,696,958,369,588"
"2021,""245 Oberengstringen"",""Secteur primaire"",X,5,X,X,4,X,X"
"2021,""245 Oberengstringen"",""Secteur secondaire"",X,320,X,X,290,X,X"
"2021,""245 Oberengstringen"",""Secteur tertiaire"",274,1008,578,430,664,332,331"
