"Année,""Commune"",""Secteur économique"",""Etablissements"",""Emplois"",""Emplois femmes"",""Emplois hommes"",""Equivalents plein temps"",""Equivalents plein temps femmes"",""Equivalents plein temps hommes"""
"2021,""2614 Büsserach"",""Secteur primaire"",12,30,8,22,21,4,17"
"2021,""2614 Büsserach"",""Secteur secondaire"",48,280,68,212,232,39,193"
"2021,""2614 Büsserach"",""Secteur tertiaire"",90,367,177,190,263,98,165"
"2021,""2615 Erschwil"",""Secteur économique - total"",66,406,101,305,337,58,279"
"2021,""2615 Erschwil"",""Secteur primaire"",10,25,9,16,14,4,10"
"2021,""2615 Erschwil"",""Secteur secondaire"",15,275,28,247,259,21,238"
"2021,""2615 Erschwil"",""Secteur tertiaire"",41,106,64,42,64,33,31"
"2021,""2616 Fehren"",""Secteur économique - total"",39,82,37,45,44,18,25"
"2021,""2616 Fehren"",""Secteur primaire"",X,21,X,X,X,X,X"
"2021,""2616 Fehren"",""Secteur secondaire"",X,6,X,X,X,X,X"
"2021,""2616 Fehren"",""Secteur tertiaire"",28,55,28,27,31,15,16"
"2021,""2617 Grindel"",""Secteur économique - total"",22,60,25,35,29,10,19"
"2021,""2617 Grindel"",""Secteur primaire"",5,12,X,X,7,X,X"
"2021,""2617 Grindel"",""Secteur secondaire"",5,8,X,X,5,X,X"
"2021,""2617 Grindel"",""Secteur tertiaire"",12,40,18,22,16,7,9"
"2021,""2618 Himmelried"",""Secteur économique - total"",63,134,58,76,81,29,52"
"2021,""2618 Himmelried"",""Secteur primaire"",10,31,X,X,21,X,X"
"2021,""2618 Himmelried"",""Secteur secondaire"",7,16,X,X,13,X,X"
"2021,""2618 Himmelried"",""Secteur tertiaire"",46,87,44,43,48,22,27"
"2021,""2619 Kleinlützel"",""Secteur économique - total"",101,364,128,236,274,72,201"
"2021,""2619 Kleinlützel"",""Secteur primaire"",22,59,19,40,39,9,30"
"2021,""2619 Kleinlützel"",""Secteur secondaire"",19,192,43,149,174,33,141"
"2021,""2619 Kleinlützel"",""Secteur tertiaire"",60,113,66,47,61,30,31"
"2021,""2620 Meltingen"",""Secteur économique - total"",43,125,65,60,80,36,43"
"2021,""2620 Meltingen"",""Secteur primaire"",11,25,X,X,14,X,X"
"2021,""2620 Meltingen"",""Secteur secondaire"",9,17,X,X,12,X,X"
"2021,""2620 Meltingen"",""Secteur tertiaire"",23,83,54,29,53,32,21"
"2021,""2621 Nunningen"",""Secteur économique - total"",138,624,261,363,447,145,302"
"2021,""2621 Nunningen"",""Secteur primaire"",20,42,X,X,19,X,X"
"2021,""2621 Nunningen"",""Secteur secondaire"",30,240,X,X,210,X,X"
"2021,""2621 Nunningen"",""Secteur tertiaire"",88,342,193,149,218,104,114"
"2021,""2622 Zullwil"",""Secteur économique - total"",39,87,30,57,60,14,46"
"2021,""2622 Zullwil"",""Secteur primaire"",5,15,X,X,9,X,X"
"2021,""2622 Zullwil"",""Secteur secondaire"",14,38,X,X,31,X,X"
"2021,""2622 Zullwil"",""Secteur tertiaire"",20,34,20,14,20,9,10"
"2021,""2701 Basel"",""Secteur économique - total"",16438,187788,89225,98563,147828,63107,84721"
"2021,""2701 Basel"",""Secteur primaire"",15,46,15,31,40,14,27"
"2021,""2701 Basel"",""Secteur secondaire"",1370,33072,11553,21519,30948,10185,20763"
"2021,""2701 Basel"",""Secteur tertiaire"",15053,154670,77657,77013,116840,52909,63932"
"2021,""2702 Bettingen"",""Secteur économique - total"",58,317,164,153,205,96,109"
"2021,""2702 Bettingen"",""Secteur primaire"",X,11,X,X,6,X,X"
"2021,""2702 Bettingen"",""Secteur secondaire"",X,14,X,X,11,X,X"
"2021,""2702 Bettingen"",""Secteur tertiaire"",50,292,157,135,188,93,95"
"2021,""2703 Riehen"",""Secteur économique - total"",1006,4897,2825,2072,3405,1747,1658"
"2021,""2703 Riehen"",""Secteur primaire"",9,35,11,24,24,5,19"
"2021,""2703 Riehen"",""Secteur secondaire"",105,556,120,436,486,78,408"
"2021,""2703 Riehen"",""Secteur tertiaire"",892,4306,2694,1612,2895,1664,1232"
"2021,""2761 Aesch (BL)"",""Secteur économique - total"",635,5300,2078,3222,4358,1443,2915"
"2021,""2761 Aesch (BL)"",""Secteur primaire"",13,81,36,45,53,18,34"
"2021,""2761 Aesch (BL)"",""Secteur secondaire"",118,1892,382,1510,1782,316,1466"
"2021,""2761 Aesch (BL)"",""Secteur tertiaire"",504,3327,1660,1667,2523,1109,1414"
"2021,""2762 Allschwil"",""Secteur économique - total"",1240,12851,5911,6940,10508,4266,6242"
"2021,""2762 Allschwil"",""Secteur primaire"",18,61,19,42,42,9,33"
"2021,""2762 Allschwil"",""Secteur secondaire"",208,2718,522,2196,2519,411,2108"
"2021,""2762 Allschwil"",""Secteur tertiaire"",1014,10072,5370,4702,7946,3846,4100"
"2021,""2763 Arlesheim"",""Secteur économique - total"",690,6337,2996,3341,4895,1973,2922"
"2021,""2763 Arlesheim"",""Secteur primaire"",5,20,11,9,13,6,7"
"2021,""2763 Arlesheim"",""Secteur secondaire"",75,1571,478,1093,1423,371,1052"
"2021,""2763 Arlesheim"",""Secteur tertiaire"",610,4746,2507,2239,3459,1595,1863"
"2021,""2764 Biel-Benken"",""Secteur économique - total"",222,1080,443,637,814,271,543"
"2021,""2764 Biel-Benken"",""Secteur primaire"",13,73,34,39,59,25,34"
"2021,""2764 Biel-Benken"",""Secteur secondaire"",38,363,84,279,329,61,268"
"2021,""2764 Biel-Benken"",""Secteur tertiaire"",171,644,325,319,426,184,242"
"2021,""2765 Binningen"",""Secteur économique - total"",921,5326,3152,2174,3772,2041,1730"
"2021,""2765 Binningen"",""Secteur primaire"",5,12,X,X,10,X,X"
"2021,""2765 Binningen"",""Secteur secondaire"",81,308,X,X,253,X,X"
"2021,""2765 Binningen"",""Secteur tertiaire"",835,5006,3077,1929,3509,1997,1512"
"2021,""2766 Birsfelden"",""Secteur économique - total"",532,4237,1544,2693,3436,1022,2414"
"2021,""2766 Birsfelden"",""Secteur primaire"",X,8,0,8,8,0,8"
"2021,""2766 Birsfelden"",""Secteur secondaire"",X,1483,296,1187,1377,233,1144"
"2021,""2766 Birsfelden"",""Secteur tertiaire"",437,2746,1248,1498,2052,789,1263"
"2021,""2767 Bottmingen"",""Secteur économique - total"",313,1695,935,760,1219,573,646"
"2021,""2767 Bottmingen"",""Secteur primaire"",5,48,21,27,38,14,24"
"2021,""2767 Bottmingen"",""Secteur secondaire"",28,259,54,205,235,43,192"
"2021,""2767 Bottmingen"",""Secteur tertiaire"",280,1388,860,528,946,516,430"
"2021,""2768 Ettingen"",""Secteur économique - total"",280,1206,533,673,924,339,585"
"2021,""2768 Ettingen"",""Secteur primaire"",16,58,10,48,38,6,32"
"2021,""2768 Ettingen"",""Secteur secondaire"",42,442,109,333,405,90,315"
"2021,""2768 Ettingen"",""Secteur tertiaire"",222,706,414,292,482,243,238"
"2021,""2769 Münchenstein"",""Secteur économique - total"",1012,12315,5183,7132,9318,3282,6036"
"2021,""2769 Münchenstein"",""Secteur primaire"",6,26,X,X,18,X,X"
"2021,""2769 Münchenstein"",""Secteur secondaire"",179,2149,X,X,1956,X,X"
"2021,""2769 Münchenstein"",""Secteur tertiaire"",827,10140,4818,5322,7344,3027,4317"
"2021,""2770 Muttenz"",""Secteur économique - total"",1266,13183,4885,8298,10661,3218,7442"
"2021,""2770 Muttenz"",""Secteur primaire"",11,38,11,27,22,5,18"
"2021,""2770 Muttenz"",""Secteur secondaire"",217,3504,511,2993,3288,391,2897"
"2021,""2770 Muttenz"",""Secteur tertiaire"",1038,9641,4363,5278,7350,2823,4527"
"2021,""2771 Oberwil (BL)"",""Secteur économique - total"",709,3980,1924,2056,2986,1241,1745"
"2021,""2771 Oberwil (BL)"",""Secteur primaire"",11,58,20,38,44,10,33"
"2021,""2771 Oberwil (BL)"",""Secteur secondaire"",86,328,70,258,283,45,238"
"2021,""2771 Oberwil (BL)"",""Secteur tertiaire"",612,3594,1834,1760,2660,1187,1473"
"2021,""2772 Pfeffingen"",""Secteur économique - total"",118,347,174,173,245,102,143"
"2021,""2772 Pfeffingen"",""Secteur primaire"",6,20,X,X,16,X,X"
"2021,""2772 Pfeffingen"",""Secteur secondaire"",6,14,X,X,12,X,X"
"2021,""2772 Pfeffingen"",""Secteur tertiaire"",106,313,163,150,217,96,121"
"2021,""2773 Reinach (BL)"",""Secteur économique - total"",1250,11634,4497,7137,9438,3058,6379"
"2021,""2773 Reinach (BL)"",""Secteur primaire"",5,17,8,9,10,5,5"
"2021,""2773 Reinach (BL)"",""Secteur secondaire"",163,3261,494,2767,3080,392,2688"
"2021,""2773 Reinach (BL)"",""Secteur tertiaire"",1082,8356,3995,4361,6348,2661,3686"
"2021,""2774 Schönenbuch"",""Secteur économique - total"",94,418,197,221,308,125,183"
"2021,""2774 Schönenbuch"",""Secteur primaire"",8,16,X,X,11,X,X"
"2021,""2774 Schönenbuch"",""Secteur secondaire"",18,65,X,X,51,X,X"
"2021,""2774 Schönenbuch"",""Secteur tertiaire"",68,337,177,160,246,114,132"
"2021,""2775 Therwil"",""Secteur économique - total"",547,3283,1526,1757,2382,982,1400"
"2021,""2775 Therwil"",""Secteur primaire"",14,99,35,64,69,19,50"
"2021,""2775 Therwil"",""Secteur secondaire"",74,534,115,419,485,88,397"
"2021,""2775 Therwil"",""Secteur tertiaire"",459,2650,1376,1274,1828,875,953"
"2021,""2781 Blauen"",""Secteur économique - total"",42,129,87,42,73,42,31"
"2021,""2781 Blauen"",""Secteur primaire"",6,16,X,X,9,X,X"
"2021,""2781 Blauen"",""Secteur secondaire"",8,48,X,X,29,X,X"
"2021,""2781 Blauen"",""Secteur tertiaire"",28,65,51,14,36,26,10"
"2021,""2782 Brislach"",""Secteur économique - total"",101,376,120,256,282,66,216"
"2021,""2782 Brislach"",""Secteur primaire"",12,40,14,26,29,9,20"
"2021,""2782 Brislach"",""Secteur secondaire"",22,169,24,145,151,14,137"
"2021,""2782 Brislach"",""Secteur tertiaire"",67,167,82,85,102,44,59"
"2021,""2783 Burg im Leimental"",""Secteur économique - total"",22,34,13,21,19,6,13"
"2021,""2783 Burg im Leimental"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""2783 Burg im Leimental"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""2783 Burg im Leimental"",""Secteur tertiaire"",13,20,X,X,12,X,X"
"2021,""2784 Dittingen"",""Secteur économique - total"",70,203,68,135,142,35,107"
"2021,""2784 Dittingen"",""Secteur primaire"",9,24,X,X,10,X,X"
"2021,""2784 Dittingen"",""Secteur secondaire"",15,67,X,X,57,X,X"
"2021,""2784 Dittingen"",""Secteur tertiaire"",46,112,43,69,75,23,52"
"2021,""2785 Duggingen"",""Secteur économique - total"",117,634,215,419,500,125,375"
"2021,""2785 Duggingen"",""Secteur primaire"",10,23,11,12,12,5,7"
"2021,""2785 Duggingen"",""Secteur secondaire"",20,283,34,249,266,25,241"
"2021,""2785 Duggingen"",""Secteur tertiaire"",87,328,170,158,223,96,127"
"2021,""2786 Grellingen"",""Secteur économique - total"",105,356,125,231,257,70,187"
"2021,""2786 Grellingen"",""Secteur primaire"",5,14,X,X,7,X,X"
"2021,""2786 Grellingen"",""Secteur secondaire"",25,151,X,X,130,X,X"
"2021,""2786 Grellingen"",""Secteur tertiaire"",75,191,100,91,120,56,64"
"2021,""2787 Laufen"",""Secteur économique - total"",523,4396,2010,2386,3459,1340,2118"
"2021,""2787 Laufen"",""Secteur primaire"",8,17,X,X,12,X,X"
"2021,""2787 Laufen"",""Secteur secondaire"",66,1586,X,X,1477,X,X"
"2021,""2787 Laufen"",""Secteur tertiaire"",449,2793,1639,1154,1969,1046,923"
"2021,""2788 Liesberg"",""Secteur économique - total"",71,668,197,471,569,135,433"
"2021,""2788 Liesberg"",""Secteur primaire"",11,28,12,16,18,7,11"
"2021,""2788 Liesberg"",""Secteur secondaire"",16,471,94,377,442,76,366"
"2021,""2788 Liesberg"",""Secteur tertiaire"",44,169,91,78,109,52,57"
"2021,""2789 Nenzlingen"",""Secteur économique - total"",36,90,25,65,67,12,55"
"2021,""2789 Nenzlingen"",""Secteur primaire"",7,16,X,X,9,X,X"
"2021,""2789 Nenzlingen"",""Secteur secondaire"",9,45,X,X,42,X,X"
"2021,""2789 Nenzlingen"",""Secteur tertiaire"",20,29,18,11,15,8,7"
"2021,""2790 Roggenburg"",""Secteur économique - total"",34,59,29,30,37,16,21"
"2021,""2790 Roggenburg"",""Secteur primaire"",10,26,X,X,18,X,X"
"2021,""2790 Roggenburg"",""Secteur secondaire"",5,6,X,X,5,X,X"
"2021,""2790 Roggenburg"",""Secteur tertiaire"",19,27,19,8,14,10,5"
"2021,""2791 Röschenz"",""Secteur économique - total"",106,276,135,141,183,72,110"
"2021,""2791 Röschenz"",""Secteur primaire"",7,26,X,X,18,X,X"
"2021,""2791 Röschenz"",""Secteur secondaire"",20,47,X,X,37,X,X"
"2021,""2791 Röschenz"",""Secteur tertiaire"",79,203,116,87,127,63,64"
"2021,""2792 Wahlen"",""Secteur économique - total"",84,228,108,120,140,56,84"
"2021,""2792 Wahlen"",""Secteur primaire"",16,38,X,X,24,X,X"
"2021,""2792 Wahlen"",""Secteur secondaire"",8,11,X,X,8,X,X"
"2021,""2792 Wahlen"",""Secteur tertiaire"",60,179,94,85,107,50,57"
"2021,""2793 Zwingen"",""Secteur économique - total"",189,1072,366,706,862,224,638"
"2021,""2793 Zwingen"",""Secteur primaire"",5,11,X,X,8,X,X"
"2021,""2793 Zwingen"",""Secteur secondaire"",52,546,X,X,498,X,X"
"2021,""2793 Zwingen"",""Secteur tertiaire"",132,515,266,249,356,159,197"
"2021,""2821 Arisdorf"",""Secteur économique - total"",115,491,196,295,368,114,254"
"2021,""2821 Arisdorf"",""Secteur primaire"",23,70,28,42,42,15,26"
"2021,""2821 Arisdorf"",""Secteur secondaire"",16,133,18,115,120,13,107"
"2021,""2821 Arisdorf"",""Secteur tertiaire"",76,288,150,138,206,86,120"
"2021,""2822 Augst"",""Secteur économique - total"",98,779,230,549,660,158,502"
"2021,""2822 Augst"",""Secteur primaire"",7,26,9,17,18,5,14"
"2021,""2822 Augst"",""Secteur secondaire"",22,492,77,415,456,60,396"
"2021,""2822 Augst"",""Secteur tertiaire"",69,261,144,117,185,93,92"
"2021,""2823 Bubendorf"",""Secteur économique - total"",318,3324,1286,2038,2814,933,1881"
"2021,""2823 Bubendorf"",""Secteur primaire"",17,50,20,30,29,8,20"
"2021,""2823 Bubendorf"",""Secteur secondaire"",54,2040,539,1501,1898,455,1443"
"2021,""2823 Bubendorf"",""Secteur tertiaire"",247,1234,727,507,887,470,417"
"2021,""2824 Frenkendorf"",""Secteur économique - total"",288,2265,996,1269,1789,670,1119"
"2021,""2824 Frenkendorf"",""Secteur primaire"",X,5,X,X,X,X,X"
"2021,""2824 Frenkendorf"",""Secteur secondaire"",X,808,X,X,X,X,X"
"2021,""2824 Frenkendorf"",""Secteur tertiaire"",229,1452,X,X,1036,X,X"
"2021,""2825 Füllinsdorf"",""Secteur économique - total"",280,2111,788,1323,1698,522,1175"
"2021,""2825 Füllinsdorf"",""Secteur primaire"",10,49,18,31,30,12,19"
"2021,""2825 Füllinsdorf"",""Secteur secondaire"",49,696,100,596,664,83,580"
"2021,""2825 Füllinsdorf"",""Secteur tertiaire"",221,1366,670,696,1004,428,576"
"2021,""2826 Giebenach"",""Secteur économique - total"",59,206,66,140,150,38,113"
"2021,""2826 Giebenach"",""Secteur primaire"",X,5,X,X,X,X,X"
"2021,""2826 Giebenach"",""Secteur secondaire"",X,86,X,X,X,X,X"
"2021,""2826 Giebenach"",""Secteur tertiaire"",43,115,X,X,80,X,X"
"2021,""2827 Hersberg"",""Secteur économique - total"",23,34,20,14,22,12,10"
"2021,""2827 Hersberg"",""Secteur primaire"",X,9,X,X,8,X,X"
"2021,""2827 Hersberg"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""2827 Hersberg"",""Secteur tertiaire"",X,25,X,X,14,X,X"
"2021,""2828 Lausen"",""Secteur économique - total"",304,1799,739,1060,1433,479,954"
"2021,""2828 Lausen"",""Secteur primaire"",6,16,X,X,11,X,X"
"2021,""2828 Lausen"",""Secteur secondaire"",72,664,X,X,608,X,X"
"2021,""2828 Lausen"",""Secteur tertiaire"",226,1119,585,534,814,362,452"
"2021,""2829 Liestal"",""Secteur économique - total"",1516,17269,9004,8265,12695,5775,6921"
"2021,""2829 Liestal"",""Secteur primaire"",17,64,25,39,44,11,33"
"2021,""2829 Liestal"",""Secteur secondaire"",176,2123,492,1631,1884,344,1539"
"2021,""2829 Liestal"",""Secteur tertiaire"",1323,15082,8487,6595,10768,5419,5348"
"2021,""2830 Lupsingen"",""Secteur économique - total"",77,153,87,66,90,44,46"
"2021,""2830 Lupsingen"",""Secteur primaire"",4,12,X,X,6,X,X"
"2021,""2830 Lupsingen"",""Secteur secondaire"",5,8,X,X,7,X,X"
"2021,""2830 Lupsingen"",""Secteur tertiaire"",68,133,79,54,78,40,38"
"2021,""2831 Pratteln"",""Secteur économique - total"",1220,15108,5366,9742,12608,3755,8853"
"2021,""2831 Pratteln"",""Secteur primaire"",14,41,10,31,29,5,24"
"2021,""2831 Pratteln"",""Secteur secondaire"",206,4078,733,3345,3828,577,3251"
"2021,""2831 Pratteln"",""Secteur tertiaire"",1000,10989,4623,6366,8751,3173,5578"
"2021,""2832 Ramlinsburg"",""Secteur économique - total"",46,131,75,56,63,32,31"
"2021,""2832 Ramlinsburg"",""Secteur primaire"",9,18,X,X,11,X,X"
"2021,""2832 Ramlinsburg"",""Secteur secondaire"",4,6,X,X,4,X,X"
"2021,""2832 Ramlinsburg"",""Secteur tertiaire"",33,107,67,40,48,28,20"
"2021,""2833 Seltisberg"",""Secteur économique - total"",66,227,133,94,152,75,78"
"2021,""2833 Seltisberg"",""Secteur primaire"",4,8,X,X,5,X,X"
"2021,""2833 Seltisberg"",""Secteur secondaire"",12,45,X,X,39,X,X"
"2021,""2833 Seltisberg"",""Secteur tertiaire"",50,174,123,51,108,70,38"
"2021,""2834 Ziefen"",""Secteur économique - total"",113,466,160,306,360,92,268"
"2021,""2834 Ziefen"",""Secteur primaire"",17,46,14,32,29,6,23"
"2021,""2834 Ziefen"",""Secteur secondaire"",22,249,53,196,223,37,187"
"2021,""2834 Ziefen"",""Secteur tertiaire"",74,171,93,78,108,50,59"
"2021,""2841 Anwil"",""Secteur économique - total"",44,106,65,41,58,26,32"
"2021,""2841 Anwil"",""Secteur primaire"",12,39,15,24,X,X,X"
"2021,""2841 Anwil"",""Secteur secondaire"",4,4,X,X,X,X,X"
"2021,""2841 Anwil"",""Secteur tertiaire"",28,63,X,X,31,X,X"
"2021,""2842 Böckten"",""Secteur économique - total"",64,519,205,314,407,141,266"
"2021,""2842 Böckten"",""Secteur primaire"",7,12,X,X,7,X,X"
"2021,""2842 Böckten"",""Secteur secondaire"",12,334,119,215,289,94,195"
"2021,""2842 Böckten"",""Secteur tertiaire"",45,173,X,X,112,X,X"
"2021,""2843 Buckten"",""Secteur économique - total"",59,279,91,188,213,52,160"
"2021,""2843 Buckten"",""Secteur primaire"",8,23,X,X,14,X,X"
"2021,""2843 Buckten"",""Secteur secondaire"",12,122,X,X,114,X,X"
"2021,""2843 Buckten"",""Secteur tertiaire"",39,134,67,67,85,36,49"
"2021,""2844 Buus"",""Secteur économique - total"",87,236,104,132,149,53,95"
"2021,""2844 Buus"",""Secteur primaire"",27,92,33,59,53,14,39"
"2021,""2844 Buus"",""Secteur secondaire"",18,47,10,37,37,5,32"
"2021,""2844 Buus"",""Secteur tertiaire"",42,97,61,36,58,34,24"
"2021,""2845 Diepflingen"",""Secteur économique - total"",40,194,87,107,139,43,96"
"2021,""2845 Diepflingen"",""Secteur primaire"",0,0,0,0,0,0,0"
"2021,""2845 Diepflingen"",""Secteur secondaire"",16,76,18,58,64,11,54"
"2021,""2845 Diepflingen"",""Secteur tertiaire"",24,118,69,49,75,32,43"
"2021,""2846 Gelterkinden"",""Secteur économique - total"",499,2435,1307,1128,1695,773,922"
"2021,""2846 Gelterkinden"",""Secteur primaire"",17,43,13,30,24,5,19"
"2021,""2846 Gelterkinden"",""Secteur secondaire"",93,400,96,304,339,57,281"
"2021,""2846 Gelterkinden"",""Secteur tertiaire"",389,1992,1198,794,1332,711,621"
"2021,""2847 Häfelfingen"",""Secteur économique - total"",27,123,77,46,78,47,31"
"2021,""2847 Häfelfingen"",""Secteur primaire"",14,35,X,X,X,X,X"
"2021,""2847 Häfelfingen"",""Secteur secondaire"",X,5,X,X,X,X,X"
"2021,""2847 Häfelfingen"",""Secteur tertiaire"",X,83,61,22,55,39,16"
"2021,""2848 Hemmiken"",""Secteur économique - total"",21,51,26,25,32,13,19"
"2021,""2848 Hemmiken"",""Secteur primaire"",9,26,X,X,17,X,X"
"2021,""2848 Hemmiken"",""Secteur secondaire"",4,8,X,X,6,X,X"
"2021,""2848 Hemmiken"",""Secteur tertiaire"",8,17,X,X,9,X,X"
"2021,""2849 Itingen"",""Secteur économique - total"",121,1042,467,575,871,339,532"
"2021,""2849 Itingen"",""Secteur primaire"",6,16,X,X,8,X,X"
"2021,""2849 Itingen"",""Secteur secondaire"",24,364,X,X,339,X,X"
"2021,""2849 Itingen"",""Secteur tertiaire"",91,662,315,347,524,205,319"
"2021,""2850 Känerkinden"",""Secteur économique - total"",21,29,X,X,21,X,X"
"2021,""2850 Känerkinden"",""Secteur primaire"",X,7,X,X,5,X,X"
"2021,""2850 Känerkinden"",""Secteur secondaire"",X,6,X,X,5,X,X"
"2021,""2850 Känerkinden"",""Secteur tertiaire"",13,16,X,X,12,X,X"
"2021,""2851 Kilchberg (BL)"",""Secteur économique - total"",6,X,X,X,7,X,X"
"2021,""2851 Kilchberg (BL)"",""Secteur primaire"",X,6,X,X,X,X,X"
"2021,""2851 Kilchberg (BL)"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""2851 Kilchberg (BL)"",""Secteur tertiaire"",X,X,X,X,X,X,X"
"2021,""2852 Läufelfingen"",""Secteur économique - total"",107,458,240,218,323,149,174"
"2021,""2852 Läufelfingen"",""Secteur primaire"",20,49,12,37,30,7,23"
"2021,""2852 Läufelfingen"",""Secteur secondaire"",19,174,75,99,137,49,88"
"2021,""2852 Läufelfingen"",""Secteur tertiaire"",68,235,153,82,156,94,63"
"2021,""2853 Maisprach"",""Secteur économique - total"",64,218,75,143,162,43,119"
"2021,""2853 Maisprach"",""Secteur primaire"",18,62,20,42,39,10,30"
"2021,""2853 Maisprach"",""Secteur secondaire"",14,81,12,69,71,6,65"
"2021,""2853 Maisprach"",""Secteur tertiaire"",32,75,43,32,52,27,25"
"2021,""2854 Nusshof"",""Secteur économique - total"",25,77,28,49,54,16,38"
"2021,""2854 Nusshof"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""2854 Nusshof"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""2854 Nusshof"",""Secteur tertiaire"",20,47,22,25,30,12,18"
"2021,""2855 Oltingen"",""Secteur économique - total"",57,148,59,89,95,29,66"
"2021,""2855 Oltingen"",""Secteur primaire"",19,56,21,35,34,11,23"
"2021,""2855 Oltingen"",""Secteur secondaire"",11,38,8,30,31,5,27"
"2021,""2855 Oltingen"",""Secteur tertiaire"",27,54,30,24,30,13,16"
"2021,""2856 Ormalingen"",""Secteur économique - total"",141,829,357,472,659,227,432"
"2021,""2856 Ormalingen"",""Secteur primaire"",17,67,26,41,49,17,32"
"2021,""2856 Ormalingen"",""Secteur secondaire"",33,316,46,270,290,30,260"
"2021,""2856 Ormalingen"",""Secteur tertiaire"",91,446,285,161,320,181,140"
"2021,""2857 Rickenbach (BL)"",""Secteur économique - total"",50,118,62,56,67,29,38"
"2021,""2857 Rickenbach (BL)"",""Secteur primaire"",X,37,15,22,21,6,15"
"2021,""2857 Rickenbach (BL)"",""Secteur secondaire"",X,16,8,8,12,5,7"
"2021,""2857 Rickenbach (BL)"",""Secteur tertiaire"",33,65,39,26,34,18,16"
"2021,""2858 Rothenfluh"",""Secteur économique - total"",66,175,71,104,118,36,82"
"2021,""2858 Rothenfluh"",""Secteur primaire"",17,48,X,X,28,X,X"
"2021,""2858 Rothenfluh"",""Secteur secondaire"",13,52,X,X,43,X,X"
"2021,""2858 Rothenfluh"",""Secteur tertiaire"",36,75,46,29,46,24,22"
"2021,""2859 Rümlingen"",""Secteur économique - total"",29,149,46,103,114,25,89"
"2021,""2859 Rümlingen"",""Secteur primaire"",6,15,X,X,9,X,X"
"2021,""2859 Rümlingen"",""Secteur secondaire"",8,87,X,X,77,X,X"
"2021,""2859 Rümlingen"",""Secteur tertiaire"",15,47,27,20,28,15,13"
"2021,""2860 Rünenberg"",""Secteur économique - total"",52,147,75,72,90,42,48"
"2021,""2860 Rünenberg"",""Secteur primaire"",11,32,12,20,15,4,11"
"2021,""2860 Rünenberg"",""Secteur secondaire"",8,28,7,21,25,5,20"
"2021,""2860 Rünenberg"",""Secteur tertiaire"",33,87,56,31,50,32,18"
"2021,""2861 Sissach"",""Secteur économique - total"",654,4250,1853,2397,3273,1171,2102"
"2021,""2861 Sissach"",""Secteur primaire"",22,101,40,61,48,14,33"
"2021,""2861 Sissach"",""Secteur secondaire"",79,1369,290,1079,1245,211,1034"
"2021,""2861 Sissach"",""Secteur tertiaire"",553,2780,1523,1257,1980,946,1035"
"2021,""2862 Tecknau"",""Secteur économique - total"",32,142,43,99,107,21,86"
"2021,""2862 Tecknau"",""Secteur primaire"",X,6,X,X,4,X,X"
"2021,""2862 Tecknau"",""Secteur secondaire"",X,93,X,X,80,X,X"
"2021,""2862 Tecknau"",""Secteur tertiaire"",18,43,X,X,23,X,X"
"2021,""2863 Tenniken"",""Secteur économique - total"",64,396,125,271,324,80,244"
"2021,""2863 Tenniken"",""Secteur primaire"",12,22,X,X,10,X,X"
"2021,""2863 Tenniken"",""Secteur secondaire"",11,244,X,X,228,X,X"
"2021,""2863 Tenniken"",""Secteur tertiaire"",41,130,74,56,86,43,42"
"2021,""2864 Thürnen"",""Secteur économique - total"",48,289,147,142,207,84,123"
"2021,""2864 Thürnen"",""Secteur primaire"",7,23,11,12,13,6,8"
"2021,""2864 Thürnen"",""Secteur secondaire"",12,111,18,93,97,10,87"
"2021,""2864 Thürnen"",""Secteur tertiaire"",29,155,118,37,98,69,29"
"2021,""2865 Wenslingen"",""Secteur économique - total"",54,185,102,83,116,55,61"
"2021,""2865 Wenslingen"",""Secteur primaire"",12,31,X,X,19,X,X"
"2021,""2865 Wenslingen"",""Secteur secondaire"",11,21,X,X,16,X,X"
"2021,""2865 Wenslingen"",""Secteur tertiaire"",31,133,91,42,81,50,31"
"2021,""2866 Wintersingen"",""Secteur économique - total"",62,144,64,80,83,29,54"
"2021,""2866 Wintersingen"",""Secteur primaire"",19,53,X,X,29,X,X"
"2021,""2866 Wintersingen"",""Secteur secondaire"",9,19,X,X,17,X,X"
"2021,""2866 Wintersingen"",""Secteur tertiaire"",34,72,38,34,37,16,21"
"2021,""2867 Wittinsburg"",""Secteur économique - total"",42,146,63,83,105,35,70"
"2021,""2867 Wittinsburg"",""Secteur primaire"",6,18,X,X,10,X,X"
"2021,""2867 Wittinsburg"",""Secteur secondaire"",10,55,X,X,50,X,X"
"2021,""2867 Wittinsburg"",""Secteur tertiaire"",26,73,49,24,45,27,18"
"2021,""2868 Zeglingen"",""Secteur économique - total"",41,109,48,61,69,22,46"
"2021,""2868 Zeglingen"",""Secteur primaire"",21,42,X,X,27,X,X"
"2021,""2868 Zeglingen"",""Secteur secondaire"",6,21,X,X,17,X,X"
"2021,""2868 Zeglingen"",""Secteur tertiaire"",14,46,30,16,26,14,12"
