COM,NAME,PTOT
096730149149,"Oberelsbach, M",2639
096730162162,Sandberg,2371
096735633116,Bastheim,2044
096735633130,Hendungen,844
096735633142,"Mellrichstadt, St",5575
096735633151,Oberstreu,1453
096735633170,Stockheim (Landkreis Rhön-Grabfeld),993
096735634113,Aubstadt,712
096735634126,Großbardorf,947
096735634131,Herbstadt,612
096735634134,Höchheim,1086
096735634172,Sulzdorf a.d.Lederhecke,1173
096735634173,Sulzfeld (Landkreis Rhön-Grabfeld),1716
096735634174,"Trappstadt, M",916
096735635135,Hohenroth,3594
096735635146,Niederlauer,1662
096735635156,Rödelmaier,953
096735635161,Salz (Landkreis Rhön-Grabfeld),2304
096735635163,Schönau a.d.Brend,1223
096735635171,Strahlungen,949
096735635186,Burglauer,1733
096735637123,"Fladungen, St",2157
096735637129,Hausen (Landkreis Rhön-Grabfeld),676
096735637147,Nordheim v.d.Rhön,1075
096735638133,Heustreu,1259
096735638136,Hollstadt,1471
096735638175,Unsleben,933
096735638183,Wollbach,1399
096735639153,"Ostheim v.d.Rhön, St",3329
096735639167,Sondheim v.d.Rhön,905
096735639182,Willmars,575
096735640127,Großeibstadt,1037
096735640160,"Saal a.d.Saale, M",1531
096735640184,Wülfershausen a.d.Saale,1507
096740133133,"Eltmann, St",5126
096740147147,"Haßfurt, St",13509
096740159159,Oberaurach,3992
096740163163,Knetzgau,6309
096740164164,"Königsberg i.Bay., St",3536
096740171171,"Maroldsweisach, M",3115
096740187187,Rauhenebrach,2755
096740195195,Sand a.Main,3051
096740210210,Untermerzbach,1627
096740221221,"Zeil a.Main, St",5455
096745610118,Breitbrunn,1011
096745610129,Ebelsbach,3848
096745610160,Kirchlauter,1307
096745610201,Stettfeld,1128
096745611130,"Ebern, St",7180
096745611184,Pfarrweisach,1476
096745611190,"Rentweinsdorf, M",1570
096745612111,Aidhausen,1642
096745612120,Bundorf,876
096745612121,"Burgpreppach, M",1344
096745612149,"Hofheim i.UFr., St",5128
096745612153,Riedbach,1709
096745612223,Ermershausen,543
096745613139,Gädheim,1304
096745613180,Theres,2670
096745613219,Wonfurt,1912
096750117117,"Dettelbach, St",6984
096750127127,"Geiselwind, M",2543
096750141141,"Kitzingen, GKSt",21982
096750144144,"Mainbernheim, St",2214
096750158158,"Prichsenstadt, St",2975
096750165165,"Schwarzach a.Main, M",3639
096755614111,"Abtswind, M",842
096755614116,Castell,866
096755614162,"Rüdenhausen, M",871
096755614178,"Wiesentheid, M",4854
096755615131,"Großlangheim, M",1566
096755615142,"Kleinlangheim, M",1648
096755615177,Wiesenbronn,1059
096755616139,"Iphofen, St",4822
096755616148,"Markt Einersheim, M",1207
096755616161,Rödelsee,1884
096755616179,"Willanzheim, M",1578
096755617112,Albertshofen,2166
096755617113,Biebelried,1220
096755617114,Buchbrunn,1059
096755617146,Mainstockheim,1889
096755617170,Sulzfeld a.Main,1240
096755618147,"Marktbreit, St",3777
096755618149,"Marktsteft, St",1859
096755618150,Martinsheim,956
096755618156,"Obernbreit, M",1723
096755618166,Segnitz,820
096755618167,"Seinsheim, M",1041
096755619155,Nordheim a.Main,988
096755619169,Sommerach,1459
096755619174,"Volkach, St",8669
096760112112,"Amorbach, St",3896
096760117117,Collenberg,2403
096760118118,Dorfprozelten,1731
096760119119,Eichenbühl,2461
096760121121,"Elsenfeld, M",9015
096760122122,"Erlenbach a.Main, St",9683
096760123123,"Eschau, M",3795
096760124124,Faulbach,2586
096760125125,"Großheubach, M",5004
096760126126,Großwallstadt,4106
096760131131,"Kirchzell, M",2204
096760134134,"Klingenberg a.Main, St",6062
096760136136,Leidersbach,4634
096760139139,"Miltenberg, St",9251
096760140140,Mömlingen,4718
096760144144,Niedernberg,4864
096760145145,"Obernburg a.Main, St",8409
096760156156,"Schneeberg, M",1752
096760160160,"Sulzbach a.Main, M",7288
096760165165,"Weilbach, M",2075
096760169169,"Wörth a.Main, St",4724
096765626116,"Bürgstadt, M",4219
096765626143,Neunkirchen (Landkreis Miltenberg),1475
096765627132,"Kleinheubach, M",3619
096765627135,Laudenbach (Landkreis Miltenberg),1433
096765627153,Rüdenau,725
096765630128,Hausen (Landkreis Miltenberg),1857
096765630133,"Kleinwallstadt, M",5541
096765631141,"Mönchberg, M",2511
096765631151,Röllbach,1704
096765632111,Altenbuch,1244
096765632158,"Stadtprozelten, St",1507
096770114114,"Arnstein, St",8233
096770127127,Eußenheim,3047
096770129129,"Frammersbach, M",4385
096770131131,"Gemünden a.Main, St",10137
096770148148,"Karlstadt, St",14780
096770154154,"Triefenstein, M",4273
096770155155,"Lohr a.Main, St",14818
096770157157,"Marktheidenfeld, St",11357
096770177177,"Rieneck, St",1850
096775620137,Hasloch,1380
096775620151,"Kreuzwertheim, M",3839
096775620182,Schollbrunn,878
096775621119,Birkenfeld (Landkreis Main-Spessart),2170
096775621120,Bischbrunn,1768
096775621125,Erlenbach b.Marktheidenfeld,2423
096775621126,Esselbach,2085
096775621135,Hafenlohr,1780
096775621146,"Karbach, M",1493
096775621178,Roden,1001
096775621181,"Rothenfels, St",972
096775621193,Urspringen,1390
096775622116,Aura i.Sinngrund,938
096775622122,"Burgsinn, M",2341
096775622128,Fellen,840
096775622159,Mittelsinn,797
096775622169,"Obersinn, M",940
096775623132,Gössenheim,1097
096775623133,Gräfendorf,1295
096775623149,Karsbach,1692
096775624164,Neuendorf (Landkreis Main-Spessart),822
096775624166,Neustadt a.Main,1153
096775624172,Rechtenbach,1035
096775624186,Steinfeld (Landkreis Main-Spessart),2076
096775625142,Himmelstadt,1594
096775625175,Retzstadt,1589
096775625189,"Thüngen, M",1346
096775625203,"Zellingen, M",6350
096775656165,Neuhütten (Landkreis Main-Spessart),1124
096775656170,Partenstein,2724
096775656200,Wiesthal,1233
096780115115,Bergrheinfeld,5148
096780123123,Dittelbrunn,7317
096780128128,Euerbach,2928
096780132132,Geldersheim,2741
096780135135,Gochsheim,6098
096780136136,Grafenrheinfeld,3443
096780138138,Grettstadt,4281
096780150150,Kolitzheim,5690
096780160160,Niederwerrn,8600
096780168168,Poppenhausen,4384
096780170170,Röthlein,4432
096780174174,Schonungen,7597
096780176176,Schwebheim,4166
096780178178,Sennfeld,4294
096780181181,"Stadtlauringen, M",4143
096780186186,Üchtelhausen,3793
096780190190,Waigolshausen,2666
096780192192,Wasserlosen,3403
096780193193,"Werneck, M",10195
096785642122,Dingolshausen,1392
096785642124,Donnersdorf,1934
096785642130,Frankenwinheim,966
096785642134,"Gerolzhofen, St",6680
096785642153,Lülsfeld,809
096785642157,Michelau i.Steigerwald,1160
096785642164,"Oberschwarzach, M",1423
096785642183,Sulzheim (Landkreis Schweinfurt),2024
096785643175,Schwanfeld,1765
096785643196,Wipfeld,1014
096790126126,Eisingen (Landkreis Würzburg),3368
096790134134,Gaukönigshofen,2444
096790136136,Gerbrunn,6283
096790142142,Güntersleben,4357
096790143143,Hausen b.Würzburg,2493
096790147147,"Höchberg, M",9455
096790155155,Kleinrinderfeld,2061
096790156156,Kürnach,4626
096790164164,"Neubrunn, M",2230
096790170170,"Ochsenfurt, St",11080
096790175175,"Randersacker, M",3364
096790176176,"Reichenberg, M",4182
096790180180,"Rimpar, M",7391
096790185185,Rottendorf,5336
096790193193,Theilheim,2327
096790194194,Thüngersheim,2681
096790200200,Leinach,3090
096790201201,Unterpleichfeld,3001
096790202202,Veitshöchheim,9097
096790204204,Waldbrunn (Landkreis Würzburg),2935
096790205205,Waldbüttelbrunn,4972
096790209209,"Zell a.Main, M",4340
096795644114,"Aub, St",1406
096795644135,"Gelchsheim, M",840
096795644188,Sonderhofen,851
096795645117,Bergtheim,3674
096795645169,Oberpleichfeld,1143
096795646124,"Eibelstadt, St",3017
096795646131,"Frickenhausen a.Main, M",1149
096795646187,"Sommerhausen, M",1840
096795646206,"Winterhausen, M",1369
096795647130,Estenfeld,5283
096795647167,"Eisenheim, M",1307
096795647174,Prosselsheim,1157
096795648122,"Bütthard, M",1285
096795648138,"Giebelstadt, M",5344
096795649144,"Helmstadt, M",2578
096795649149,Holzkirchen,929
096795649177,"Remlingen, M",1490
096795649196,Uettingen,1871
096795650137,Geroldshausen,1418
096795650153,Kirchheim (Landkreis Würzburg),2125
096795651154,Kist,2555
096795651165,Altertheim,1991
096795652128,Erlabrunn,1825
096795652161,Margetshöchheim,3128
096795654118,Bieberehren,859
096795654179,Riedenheim,730
096795654182,"Röttingen, St",1561
096795654192,Tauberrettersheim,839
096795655141,Greußenheim,1623
096795655146,Hettstadt,3554
097610000000,Augsburg,294647
097620000000,Kaufbeuren,45186
097630000000,Kempten (Allgäu),65050
097640000000,Memmingen,43300
097710112112,Affing,5428
097710113113,"Aichach, St",21328
097710130130,"Friedberg, St",29595
097710140140,Hollenbach,2442
097710141141,"Inchenhofen, M",2637
097710142142,Kissing,11634
097710145145,Merching,3141
097710158158,Rehling,2598
097710160160,Ried,3223
097715701114,"Aindling, M",4646
097715701155,Petersdorf (Landkreis Aichach-Friedberg),1688
097715701169,Todtenweis,1445
097715703144,"Kühbach, M",4211
097715703162,Schiltberg,1955
097715704111,Adelzhausen,1811
097715704122,Dasing,5634
097715704129,Eurasburg (Landkreis Aichach-Friedberg),1813
097715704149,Obergriesbach,1969
097715704165,Sielenbach,1816
097715705146,"Mering, M",14879
097715705163,Schmiechen,1340
097715705168,Steindorf,978
097715771156,"Pöttmes, M",6901
097715771176,Baar (Schwaben),1249
097720111111,Adelsried,2547
097720115115,Altenmünster,4473
097720117117,Aystetten,3035
097720121121,"Biberbach, M",3568
097720125125,"Bobingen, St",17768
097720130130,"Diedorf, M",10716
097720131131,"Dinkelscherben, M",6572
097720141141,"Fischach, M",5041
097720145145,Gablingen,4815
097720147147,"Gersthofen, St",22972
097720149149,Graben,3957
097720159159,Horgau,2972
097720163163,"Königsbrunn, St",27726
097720167167,Kutzenhausen,2595
097720171171,Langweid a.Lech,8501
097720177177,"Meitingen, M",11941
097720184184,"Neusäß, St",22178
097720200200,"Schwabmünchen, St",14881
097720202202,"Stadtbergen, St",15279
097720207207,"Thierhaupten, M",4054
097720215215,Wehringen,3026
097720223223,"Zusmarshausen, M",6536
097725706114,Allmannshofen,977
097725706134,Ehingen (Landkreis Augsburg),1114
097725706136,Ellgau,1168
097725706166,Kühlenthal,838
097725706185,Nordendorf,2520
097725706217,Westendorf (Landkreis Augsburg),1710
097725707126,Bonstetten,1571
097725707137,Emersacker,1488
097725707156,Heretsried,979
097725707216,"Welden, M",3817
097725708148,Gessertshausen,4345
097725708211,Ustersbach,1246
097725709168,Langenneufnach,1842
097725709178,Mickhausen,1397
097725709179,Mittelneufnach,1078
097725709197,Scherstetten,1084
097725709214,Walkertshofen,1136
097725710151,Großaitingen,5359
097725710160,Kleinaitingen,1356
097725710186,Oberottmarshausen,1737
097725711162,Klosterlechfeld,2968
097725711209,Untermeitingen,7590
097725712157,Hiltenfingen,1621
097725712170,Langerringen,4022
097730117117,"Bissingen, M",3535
097730122122,Buttenwiesen,5998
097730125125,"Dillingen a.d.Donau, GKSt",19452
097730144144,"Lauingen (Donau), St",11071
097735713113,Bächingen a.d.Brenz,1318
097735713136,"Gundelfingen a.d.Donau, St",7687
097735713137,Haunsheim,1607
097735713153,Medlingen,999
097735714112,Bachhagel,2275
097735714170,Syrgenstein,3801
097735714187,Zöschingen,737
097735715147,Mödingen,1395
097735715183,"Wittislingen, M",2485
097735715186,Ziertheim,1092
097735716119,Blindheim,1694
097735716139,"Höchstädt a.d.Donau, St",6829
097735716146,Lutzingen,963
097735716150,Finningen,1744
097735716164,Schwenningen (Landkreis Dillingen a.d.Donau),1442
097735718116,Binswangen,1326
097735718143,Laugna,1576
097735718179,Villenbach,1282
097735718182,"Wertingen, St",9197
097735718188,Zusamaltheim,1242
097735719111,"Aislingen, M",1326
097735719133,Glött,1098
097735719140,Holzheim (Landkreis Dillingen a.d.Donau),3743
097740116116,Ursberg,3266
097740119119,Bibertal,4890
097740121121,"Burgau, St",10235
097740122122,"Burtenbach, M",3485
097740135135,"Günzburg, GKSt",21172
097740144144,"Jettingen-Scheppach, M",6994
097740145145,Kammeltal,3378
097740150150,"Krumbach (Schwaben), St",13927
097740155155,"Leipheim, St",7205
097740162162,"Neuburg a.d.Kammel, M",3167
097745727136,Gundremmingen,1332
097745727171,"Offingen, M",4284
097745727174,Rettenbach (Landkreis Günzburg),1705
097745728127,Dürrlauingen,1505
097745728140,Haldenwang (Landkreis Günzburg),2037
097745728151,Landensberg,657
097745728178,Röfingen,1148
097745728196,Winterbach (Landkreis Günzburg),756
097745729118,Bubesheim,1585
097745729148,Kötz,3284
097745730133,Ellzee,1237
097745730143,"Ichenhausen, St",9076
097745730191,"Waldstetten, M",1227
097745731111,Aletshausen,1214
097745731117,Breitenthal (Landkreis Günzburg),1231
097745731124,Deisenhausen,1433
097745731129,Ebershausen,589
097745731189,Wiesenbach (Landkreis Günzburg),1012
097745731192,Waltenhausen,727
097745732115,Balzhausen,1200
097745732160,"Münsterhausen, M",1970
097745732185,"Thannhausen, St",6332
097745733166,Aichen,1137
097745733198,"Ziemetshausen, M",3211
097750115115,Bellenberg,4606
097750129129,"Illertissen, St",17795
097750134134,Nersingen,9386
097750135135,"Neu-Ulm, GKSt",60597
097750139139,Elchingen,9593
097750149149,Roggenburg,2646
097750152152,"Senden, St",23237
097750162162,"Vöhringen, St",13638
097750164164,"Weißenhorn, St",13828
097755739126,Holzheim (Landkreis Neu-Ulm),1987
097755739143,"Pfaffenhofen a.d.Roth, M",7260
097755740111,"Altenstadt, M",5309
097755740132,"Kellmünz a.d.Iller, M",1529
097755740142,Osterberg,935
097755741118,"Buch, M",4170
097755741141,Oberroth,971
097755741161,Unterroth,1089
097760111111,Bodolz,2965
097760114114,"Heimenkirch, M",3516
097760116116,"Lindau (Bodensee), GKSt",25394
097760117117,"Lindenberg i.Allgäu, St",11466
097760120120,Nonnenhorn,1780
097760122122,Opfenbach,2312
097760125125,"Scheidegg, M",4339
097760128128,Wasserburg (Bodensee),3869
097760129129,"Weiler-Simmerberg, M",6347
097760131131,Hergatz,2479
097765735115,Hergensweiler,1905
097765735126,Sigmarszell,2972
097765735130,Weißensberg,2644
097765737112,Gestratz,1312
097765737113,Grünenbach,1530
097765737118,Maierhöfen,1532
097765737124,Röthenbach (Allgäu),1920
097765738121,Oberreute,1612
097765738127,Stiefenhofen,1877
097770129129,"Füssen, St",15304
097770130130,Germaringen,3833
097770147147,Lechbruck am See,2649
097770151151,"Marktoberdorf, St",18313
097770152152,Mauerstetten,3156
097770153153,"Nesselwang, M",3770
097770159159,Pfronten,7716
097770165165,"Ronsberg, M",1688
097770169169,Schwangau,3129
097770173173,Halblech,3362
097775748121,"Buchloe, St",13521
097775748140,Jengen,2518
097775748145,Lamerdingen,2167
097775748177,"Waal, M",2378
097775749139,"Irsee, M",1505
097775749158,Pforzen,2384
097775749164,Rieden (Landkreis Ostallgäu),1365
097775751141,"Kaltental, M",1719
097775751155,Oberostendorf,1467
097775751157,Osterzell,706
097775751172,Stöttwang,1921
097775751182,Westendorf (Landkreis Ostallgäu),1864
097775752111,Aitrang,1948
097775752112,Biessenhofen,4148
097775752118,Bidingen,1812
097775752167,Ruderatshofen,1738
097775753114,Baisweil,1272
097775753124,Eggenthal,1365
097775753128,Friesenried,1516
097775754138,Günzach,1393
097775754154,"Obergünzburg, M",6265
097775754176,Untrasried,1626
097775755131,Görisried,1319
097775755144,Kraftisried,877
097775755175,"Unterthingau, M",2834
097775756125,Eisenberg,1096
097775756135,Hopferau,1231
097775756149,Lengenwang,1504
097775756168,Rückholz,925
097775756170,Seeg,2961
097775756179,Wald (Landkreis Ostallgäu),1151
097775770163,Rieden am Forggensee,1365
097775770166,Roßhaupten,2174
097775772171,Stötten a.Auerberg,1909
097775772183,Rettenbach a.Auerberg,886
097780116116,"Bad Wörishofen, St",15798
097780123123,Buxheim (Landkreis Unterallgäu),3029
097780137137,Ettringen (Landkreis Unterallgäu),3331
097780168168,"Markt Rettenbach, M",3817
097780169169,"Markt Wald, M",2102
097780173173,"Mindelheim, St",14838
097780196196,Sontheim,2691
097780204204,"Tussenhausen, M",3052
097785757119,Böhen,764
097785757149,Hawangen,1244
097785757186,"Ottobeuren, M",8158
097785758115,"Babenhausen, M",5412
097785758130,Egg a.d.Günz,1187
097785758157,Kirchhaslach,1313
097785758184,Oberschönegg,1002
097785758217,Winterrieden,929
097785758221,Kettershausen,1779
097785759121,Breitenbrunn,2320
097785759183,Oberrieden,1180
097785759187,"Pfaffenhausen, M",2558
097785759190,Salgen,1446
097785760134,Eppishausen,1880
097785760158,"Kirchheim i.Schw., M",2551
097785761120,Boos (Landkreis Unterallgäu),2090
097785761139,Fellheim,1109
097785761150,Heimertingen,1819
097785761177,Niederrieden,1425
097785761188,Pleß,872
097785762136,"Erkheim, M",3106
097785762163,Lauben (Landkreis Unterallgäu),1386
097785762180,Kammlach,1786
097785762214,Westerheim (Landkreis Unterallgäu),2243
097785764111,Amberg (Landkreis Unterallgäu),1507
097785764203,"Türkheim, M",6942
097785764209,Rammingen (Landkreis Unterallgäu),1567
097785764216,Wiedergeltingen,1390
097785765118,Benningen,2021
097785765151,Holzgünz,1304
097785765162,Lachen,1661
097785765171,Memmingerberg,2998
097785765202,Trunkelsberg,1674
097785765205,Ungerhausen,1110
097785766113,Apfeltrach,951
097785766127,"Dirlewang, M",2188
097785766199,Stetten (Landkreis Unterallgäu),1454
097785766207,Unteregg,1381
097785767161,Kronburg,1783
097785767164,Lautrach,1254
097785767165,"Legau, M",3215
097785768144,"Bad Grönenbach, M",5519
097785768218,Wolfertschwenden,2029
097785768219,Woringen,2096
097790115115,Asbach-Bäumenheim,4750
097790131131,"Donauwörth, GKSt",19596
097790147147,Fremdingen,2079
097790155155,"Harburg (Schwaben), St",5523
097790169169,"Kaisheim, M",3872
097790178178,Marxheim,2596
097790181181,Mertingen,3843
097790185185,Möttingen,2596
097790194194,"Nördlingen, GKSt",20185
097790196196,Oberndorf a.Lech,2561
097790201201,"Rain, St",9022
097790218218,Tapfheim,4148
097795720176,Maihingen,1233
097795720177,Marktoffingen,1305
097795720224,"Wallerstein, M",3409
097795721117,Auhausen,982
097795721138,Ehingen a.Ries,744
097795721154,Hainsfarth,1419
097795721180,Megesheim,807
097795721188,Munningen,1717
097795721197,"Oettingen i.Bay., St",5118
097795722111,Alerheim,1636
097795722112,Amerdingen,811
097795722130,Deiningen,1825
097795722136,Ederheim,1091
097795722146,Forheim,535
097795722162,Hohenaltheim,564
097795722184,Mönchsdeggingen,1408
097795722203,Reimlingen,1348
097795722226,Wechingen,1389
097795723148,Fünfstetten,1309
097795723167,Huisheim,1628
097795723198,Otting,772
097795723228,"Wemding, St",5703
097795723231,Wolferstadt,1090
097795724126,Buchdorf,1945
097795724129,Daiting,796
097795724186,"Monheim, St",5317
097795724206,Rögling,601
097795724217,Tagmersheim,1082
097795725149,Genderkingen,1170
097795725163,Holzheim (Landkreis Donau-Ries),1116
097795725187,Münster (Landkreis Donau-Ries),1372
097795725192,Niederschönenfeld,1386
097800112112,"Altusried, M",10191
097800114114,Betzigau,2838
097800115115,Blaichach,5418
097800117117,"Buchenberg, M",4147
097800118118,Burgberg i.Allgäu,3050
097800119119,"Dietmannsried, M",8333
097800120120,Durach,6997
097800122122,Haldenwang (Landkreis Oberallgäu),3783
097800123123,"Bad Hindelang, M",4906
097800124124,"Immenstadt i.Allgäu, St",13762
097800125125,Lauben (Landkreis Oberallgäu),3543
097800128128,Oy-Mittelberg,4624
097800132132,"Oberstaufen, M",7224
097800133133,"Oberstdorf, M",9209
097800137137,Rettenberg,4355
097800139139,"Sonthofen, St",21381
097800140140,"Sulzberg, M",4952
097800143143,Waltenhofen,9605
097800145145,"Wertach, M",2634
097800146146,"Wiggensbach, M",4886
097800147147,Wildpoldsried,2580
097805742113,Balderschwang,232
097805742116,Bolsterlang,1001
097805742121,Fischen i.Allgäu,2871
097805742131,Obermaiselstein,950
097805742134,Ofterschwang,1913
097805745127,Missen-Wilhams,1513
097805745144,"Weitnau, M",5168
100410100100,"Saarbrücken, Landeshauptstadt",179296
100410511511,"Friedrichsthal, Stadt",10228
100410512512,Großrosseln,7936
100410513513,Heusweiler,18391
100410514514,Kleinblittersdorf,10888
100410515515,"Püttlingen, Stadt",18390
100410516516,Quierschied,12998
100410517517,Riegelsberg,14386
100410518518,"Sulzbach/ Saar, Stadt",16419
100410519519,"Völklingen, Stadt",40206
100420111111,Beckingen,15496
100420112112,Losheim am See,16574
100420113113,"Merzig, Kreisstadt",31618
100420114114,Mettlach,12545
100420115115,Perl,9536
100420116116,"Wadern, Stadt",16585
100420117117,Weiskirchen,6606
100430111111,Eppelborn,16614
100430112112,Illingen (Landkreis Neunkirchen),15958
100430113113,Merchweiler,10052
100430114114,"Neunkirchen, Kreisstadt",46906
100430115115,"Ottweiler, Stadt",14425
100430116116,Schiffweiler,15900
100430117117,Spiesen-Elversberg,12969
100440111111,"Dillingen/ Saar, Stadt",21379
100440112112,"Lebach, Stadt",19398
100440113113,Nalbach,9263
100440114114,Rehlingen-Siersburg,15023
100440115115,"Saarlouis, Kreisstadt",37592
100440116116,Saarwellingen,13605
100440117117,Schmelz,16875
100440118118,Schwalbach,18070
100440119119,Überherrn,12059
100440120120,Wadgassen,17877
100440121121,Wallerfangen,9370
100440122122,Bous,7181
100440123123,Ensdorf (Landkreis Saarlouis),6783
100450111111,"Bexbach, Stadt",17797
100450112112,"Blieskastel, Stadt",20167
100450113113,Gersheim,6229
100450114114,"Homburg, Kreisstadt",42891
100450115115,Kirkel,10192
100450116116,Mandelbachtal,10955
100450117117,"St. Ingbert, Stadt",35603
100460111111,Freisen,7962
100460112112,Marpingen,10277
100460113113,Namborn,7095
100460114114,Nohfelden,10023
100460115115,Nonnweiler,8521
100460116116,Oberthal,6045
100460117117,"St. Wendel, Kreisstadt",25440
100460118118,Tholey,12270
110000000000,"Berlin, Stadt",3596999
120510000000,"Brandenburg an der Havel, Stadt",73552
120520000000,"Cottbus, Stadt",93926
120530000000,"Frankfurt (Oder), Stadt",55841
120540000000,"Potsdam, Stadt",182806
120600005005,Ahrensfelde,14052
120600020020,"Bernau bei Berlin, Stadt",43164
120600052052,"Eberswalde, Stadt",40607
120600181181,Panketal,21028
120600198198,Schorfheide,10649
120600269269,Wandlitz,23951
120600280280,"Werneuchen, Stadt",9069
120605003024,"Biesenthal, Stadt",6156
120605003034,Breydin,830
120605003154,Marienwerder,1660
120605003161,Melchow,1022
120605003192,Rüdnitz,2106
120605003250,Sydower Fließ,971
120605006012,Althüttendorf,688
120605006068,Friedrichswalde,813
120605006100,"Joachimsthal, Stadt",3356
120605006296,Ziethen (Landkreis Barnim),462
120605011036,Britz,2081
120605011045,Chorin,2193
120605011092,Hohenfinow,519
120605011128,Liepe,632
120605011149,Lunow-Stolzenhagen,1152
120605011172,Niederfinow,598
120605011176,"Oderberg, Stadt",2020
120605011185,Parsteinsee,499
120610020020,Bestensee,8590
120610112112,Eichwalde,6396
120610217217,Heidesee,7275
120610219219,Heideblick,3575
120610260260,"Königs Wusterhausen, Stadt",38400
120610316316,"Lübben (Spreewald), Stadt",14048
120610320320,"Luckau, Stadt",9184
120610329329,Märkische Heide,3818
120610332332,"Mittenwalde, Stadt",9492
120610433433,Schönefeld,18461
120610444444,Schulzendorf,9269
120610540540,"Wildau, Stadt",10456
120610572572,Zeuthen,11378
120615108192,Groß Köris,2486
120615108216,Halbe,2517
120615108328,"Märkisch Buchholz, Stadt",826
120615108344,Münchehofe,435
120615108448,Schwerin,964
120615108492,"Teupitz, Stadt",1884
120615113005,Alt Zauche-Wußwerk,467
120615113061,Byhleguhre-Byhlen,735
120615113224,Jamlitz,493
120615113308,"Lieberose, Stadt",1325
120615113352,Neu Zauche,1064
120615113450,Schwielochsee,1499
120615113470,Spreewaldheide,444
120615113476,Straupitz,910
120615114017,Bersteland,844
120615114097,Drahnsdorf,687
120615114164,"Golßen, Stadt",2459
120615114244,Kasel-Golzig,672
120615114265,Krausnick-Groß Wasserburg,650
120615114405,Rietzneuendorf-Staakow,589
120615114428,Schlepzig,610
120615114435,Schönwald,1159
120615114471,Steinreich,431
120615114510,Unterspreewald,759
120620092092,"Doberlug-Kirchhain, Stadt",8280
120620124124,"Elsterwerda, Stadt",7745
120620140140,"Finsterwalde, Stadt",15606
120620224224,"Herzberg (Elster), Stadt",8693
120620410410,Röderland,3712
120620461461,"Schönewalde, Stadt",2978
120620469469,"Sonnewalde, Stadt",3148
120625031024,"Bad Liebenwerda, Stadt",9028
120625031128,"Falkenberg/Elster, Stadt",6200
120625031341,"Mühlberg/Elbe, Stadt",3411
120625031500,"Uebigau-Wahrenbrück, Stadt",5071
120625202219,Heideland (Landkreis Elbe-Elster),479
120625202417,Rückersdorf (Landkreis Elbe-Elster),1312
120625202440,Schilda,420
120625202453,Schönborn (Landkreis Elbe-Elster),1510
120625202492,Tröbitz,674
120625205088,Crinitz,1157
120625205293,Lichterfeld-Schacksdorf,914
120625205333,Massen-Niederlausitz,1854
120625205425,Sallgast,1425
120625207177,Gorden-Staupitz,952
120625207240,Hohenleipisch,1901
120625207372,Plessa,2559
120625207464,Schraden,488
120625209134,Fichtwald,597
120625209237,Hohenbucko,612
120625209282,Kremitzaue,787
120625209289,Lebusa,770
120625209445,"Schlieben, Stadt",2372
120625211196,Gröden,1327
120625211208,Großthiemig,1003
120625211232,Hirschfeld (Landkreis Elbe-Elster),1207
120625211336,Merzdorf,788
120630036036,Brieselang,12827
120630056056,Dallgow-Döberitz,10547
120630080080,"Falkensee, Stadt",44683
120630148148,"Ketzin/Havel, Stadt",6560
120630189189,Milower Land,4380
120630208208,"Nauen, Stadt",18918
120630244244,"Premnitz, Stadt",8240
120630252252,"Rathenow, Stadt",24416
120630273273,Schönwalde-Glien,10447
120630357357,Wustermark,10429
120635302088,"Friesack, Stadt",2555
120635302142,Wiesenaue,787
120635302202,Mühlenberge,768
120635302228,Paulinenaue,1331
120635302240,Pessin,660
120635302256,Retzow,514
120635306165,Kotzen,667
120635306186,Märkisch Luch,1333
120635306212,Nennhausen,1813
120635306293,Stechow-Ferchesar,874
120635309094,Gollenberg (Landkreis Havelland),396
120635309112,Großderschau,436
120635309134,Havelaue,884
120635309161,Kleßen-Görne,348
120635309260,"Rhinow, Stadt",1612
120635309274,Seeblick,880
120640029029,"Altlandsberg, Stadt",9596
120640044044,"Bad Freienwalde (Oder), Stadt",11834
120640136136,Fredersdorf-Vogelsdorf,14475
120640227227,Hoppegarten,18109
120640274274,Letschin,3887
120640317317,"Müncheberg, Stadt",6924
120640336336,Neuenhagen bei Berlin,19151
120640380380,Petershagen/Eggersdorf,15419
120640428428,Rüdersdorf bei Berlin,15435
120640448448,"Seelow, Stadt",5255
120640472472,"Strausberg, Stadt",26902
120640512512,"Wriezen, Stadt",7117
120645403053,Beiersdorf-Freudenberg,635
120645403125,Falkenberg (Landkreis Märkisch-Oderland),2230
120645403205,Heckelberg-Brunow,693
120645403222,Höhenland,1022
120645404009,Alt Tucheband,777
120645404057,Bleyen-Genschmar,403
120645404172,Golzow (Landkreis Märkisch-Oderland),831
120645404266,Küstriner Vorland,2464
120645404538,Zechin,645
120645406268,"Lebus, Stadt",3100
120645406388,Podelzig,853
120645406420,Reitwein,451
120645406480,Treplin,361
120645406539,Zeschdorf,1268
120645408084,"Buckow (Märkische Schweiz), Stadt",1599
120645408153,Garzau-Garzin,510
120645408303,Märkische Höhe,608
120645408370,Oberbarnim,1960
120645408408,Rehfelde,5326
120645408484,Waldsieversdorf,871
120645412128,Falkenhagen (Mark),666
120645412130,Fichtenhöhe,470
120645412190,Gusow-Platkow,1370
120645412288,Lietzen,681
120645412290,Lindendorf,1319
120645412340,Neuhardenberg,2592
